Rk,Player,Pos,"Squad
▲",Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_med,Att_med,Cmp%_med,Cmp_long,Att_long,Cmp%_long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
154,Gabrielle George,DF,Everton,23,1997,4.5,205,268,76.5,3761,1574,63,76,82.9,128,148,86.5,13,36,36.1,0,0,0,0,0,6,0,0,9
155,Valérie Gauvin,FW,Everton,24,1996,9,93,149,62.4,1443,226,50,75,66.7,30,42,71.4,8,12,66.7,1,1.4,0.7,-0.4,7,6,2,1,13
156,Megan Finnigan,DF,Everton,22,1998,21.5,1043,1280,81.5,22436,7991,258,290,89,620,683,90.8,156,281,55.5,1,0.1,0.2,0.9,4,56,4,1,44
157,Claire Emslie,FW,Everton,26,1994,14.3,255,398,64.1,3947,973,138,172,80.2,87,123,70.7,17,60,28.3,5,2.5,2.3,2.5,19,21,13,6,29
158,Damaris Egurrola,"MF,DF",Everton,20,1999,5.8,194,243,79.8,4024,1620,50,60,83.3,119,130,91.5,24,47,51.1,0,0.1,0.1,-0.1,2,15,0,0,19
159,Grace Clinton,"MF,FW",Everton,17,2003,2.2,50,71,70.4,900,124,20,29,69,24,29,82.8,4,7,57.1,0,0.1,0.1,-0.1,2,4,2,1,8
160,Maéva Clemaron,MF,Everton,27,1992,6,206,262,78.6,3362,1059,99,117,84.6,87,99,87.9,16,35,45.7,0,0.2,0.3,-0.2,4,29,2,0,24
161,Izzy Christiansen,MF,Everton,28,1991,21.3,887,1217,72.9,16360,5528,366,460,79.6,368,466,79,127,235,54,6,4.5,4.3,1.5,47,113,23,7,151
162,Chantelle Boye-Hlorkah,"FW,MF",Everton,24,1995,1.9,27,39,69.2,410,125,16,19,84.2,7,12,58.3,3,7,42.9,0,0.1,0.1,-0.1,2,1,1,1,5
163,Alicia Window,FW,Manchester City,,,0.1,2,3,66.7,41,0,0,1,0,2,2,100,0,0,,0,0,0,0,0,0,0,0,0
164,Ellen White,FW,Manchester City,31,1989,17,288,368,78.3,4366,589,168,205,82,104,134,77.6,11,16,68.8,5,1.9,2.5,3.1,18,16,7,0,28
165,Caroline Weir,MF,Manchester City,25,1995,16,659,786,83.8,11024,2080,308,339,90.9,292,328,89,46,85,54.1,3,3.8,2.9,-0.8,30,52,24,2,93
166,Keira Walsh,MF,Manchester City,23,1997,19.7,1165,1360,85.7,21324,5966,467,525,89,587,648,90.6,101,154,65.6,2,1.9,2,0.1,18,177,17,0,153
167,Demi Stokes,DF,Manchester City,28,1991,8.1,469,562,83.5,7628,2835,235,260,90.4,199,231,86.1,27,43,62.8,0,0.3,0.9,-0.3,5,40,4,0,55
168,Georgia Stanway,"FW,MF",Manchester City,21,1999,16.5,671,807,83.1,11810,2054,313,356,87.9,284,330,86.1,67,88,76.1,1,0.9,1.4,0.1,15,59,12,1,67
169,Jill Scott,MF,Manchester City,33,1987,3,117,140,83.6,1823,415,63,71,88.7,50,59,84.7,3,7,42.9,1,0.8,0.6,0.2,7,10,4,0,13
170,Ellie Roebuck,GK,Manchester City,20,1999,20,744,801,92.9,15437,9076,176,177,99.4,467,477,97.9,100,146,68.5,0,0,0,0,1,1,0,0,0
171,Jessica Park,FW,Manchester City,18,2001,2,44,58,75.9,610,104,28,34,82.4,11,14,78.6,2,5,40,0,0,0.2,0,0,1,0,0,4
172,Esme Morgan,DF,Manchester City,19,2000,10.4,814,920,88.5,15757,5335,274,307,89.3,452,488,92.6,85,110,77.3,0,0.1,0.6,-0.1,3,98,4,0,72
173,Sam Mewis,MF,Manchester City,27,1992,12.7,364,510,71.4,6483,1692,152,207,73.4,162,215,75.3,38,58,65.5,2,2,2.9,0,24,49,12,2,69
174,Aoife Mannion,"DF,FW",Manchester City,24,1995,1.4,126,147,85.7,2632,954,34,40,85,77,86,89.5,14,18,77.8,0,0,0,0,0,12,0,0,8
175,Rose Lavelle,"FW,MF",Manchester City,25,1995,5.2,216,273,79.1,3379,803,119,146,81.5,83,95,87.4,10,15,66.7,0,0.2,0.7,-0.2,5,21,11,2,37
176,Chloe Kelly,FW,Manchester City,22,1998,18.9,467,685,68.2,7892,1847,239,296,80.7,179,253,70.8,42,86,48.8,11,7.7,7.5,3.3,56,15,46,20,48
177,Steph Houghton,DF,Manchester City,32,1988,15.7,1150,1310,87.8,25512,10295,242,271,89.3,723,766,94.4,179,255,70.2,2,1.1,1.6,0.9,10,129,4,1,87
178,Lauren Hemp,FW,Manchester City,19,2000,11.7,314,444,70.7,4990,1026,162,209,77.5,135,181,74.6,13,31,41.9,8,6.6,6.4,1.4,29,15,23,9,34
179,Alex Greenwood,DF,Manchester City,26,1993,17.3,1396,1715,81.4,29187,12222,448,504,88.9,724,811,89.3,218,368,59.2,2,3,4.1,-1,36,155,19,7,109
180,Millie Davies,"FW,DF",Manchester City,17,2003,0.5,31,40,77.5,592,101,13,15,86.7,13,15,86.7,5,8,62.5,0,0,0.2,0,1,3,1,0,6
181,Abby Dahlkemper,DF,Manchester City,27,1993,7.2,531,599,88.6,11309,5167,131,141,92.9,328,356,92.1,72,97,74.2,0,0.1,0.1,-0.1,1,65,0,0,46
182,Laura Coombs,MF,Manchester City,29,1991,7,383,434,88.2,6645,1111,163,180,90.6,181,198,91.4,32,42,76.2,1,1.5,1.1,-0.5,7,40,14,2,48
183,Lucy Bronze,DF,Manchester City,28,1991,16.9,1136,1449,78.4,19880,7739,495,574,86.2,540,672,80.4,86,154,55.8,5,4.2,3.3,0.8,30,130,25,6,158
184,Gemma Bonner,DF,Manchester City,29,1991,5.5,372,432,86.1,7779,2342,104,123,84.6,211,229,92.1,56,76,73.7,0,0,0.1,0,1,15,2,0,15
185,Karima Benameur,GK,Manchester City,31,1989,1,28,30,93.3,469,279,13,13,100,11,12,91.7,3,4,75,0,0,0,0,0,0,0,0,0
186,Janine Beckie,"FW,DF",Manchester City,25,1994,7,267,362,73.8,4854,1037,106,131,80.9,123,160,76.9,32,55,58.2,1,1.1,1.4,-0.1,13,12,11,5,24
187,Karen Bardsley,GK,Manchester City,35,1984,1,26,26,100,518,343,5,5,100,19,19,100,2,2,100,0,0,0,0,0,0,0,0,0
188,Katie Zelem,MF,Manchester Utd,24,1996,14.1,682,934,73,13969,4722,241,295,81.7,310,378,82,121,229,52.8,2,2.2,2.9,-0.2,29,101,17,1,110
189,Millie Turner,DF,Manchester Utd,24,1996,22,1088,1267,85.9,23054,9060,264,308,85.7,659,723,91.1,160,214,74.8,0,1.1,0.6,-1.1,6,63,1,0,82
190,Amy Turner,DF,Manchester Utd,29,1991,19.4,724,914,79.2,15845,7052,163,193,84.5,440,497,88.5,117,199,58.8,0,0.5,0.6,-0.5,6,44,5,1,51
191,Ella Toone,"MF,FW",Manchester Utd,20,1999,19.7,546,777,70.3,8952,3047,264,329,80.2,206,273,75.5,49,94,52.1,5,3.1,2.9,1.9,41,81,29,4,111
192,Maria Thorisdottir,DF,Manchester Utd,27,1993,4.2,202,271,74.5,3775,1438,83,95,87.4,90,117,76.9,25,47,53.2,1,0.4,0.8,0.6,3,22,3,2,22
193,Lucy Staniforth,"MF,FW",Manchester Utd,27,1992,7.4,255,359,71,4929,1517,116,144,80.6,87,110,79.1,47,88,53.4,2,3.5,1.9,-1.5,24,23,11,0,31
194,Kirsty Smith,DF,Manchester Utd,26,1994,11.7,443,604,73.3,7210,3226,222,261,85.1,177,237,74.7,33,72,45.8,0,0.3,0.6,-0.3,5,37,6,1,56
195,Jessica Sigsworth,"FW,MF",Manchester Utd,25,1994,6.4,98,145,67.6,1436,270,61,79,77.2,30,46,65.2,5,9,55.6,1,0.5,0.6,0.5,7,4,4,2,10
196,Alessia Russo,FW,Manchester Utd,21,1999,3.1,35,63,55.6,498,181,18,28,64.3,13,20,65,1,9,11.1,2,1.4,0.8,0.6,5,3,3,0,7
197,Jane Ross,"FW,MF",Manchester Utd,30,1989,3.9,58,90,64.4,781,140,35,47,74.5,14,23,60.9,3,8,37.5,0,0,0.1,0,2,6,2,1,6
198,Christen Press,FW,Manchester Utd,31,1988,10.6,150,228,65.8,2347,593,83,116,71.6,49,74,66.2,14,25,56,1,1.5,0.8,-0.5,6,12,9,3,20
199,Lotta Ökvist,DF,Manchester Utd,23,1997,1.3,33,57,57.9,549,283,18,31,58.1,13,17,76.5,2,6,33.3,0,0,0,0,1,2,0,0,3
200,Abbie McManus,DF,Manchester Utd,27,1993,4.5,202,264,76.5,4347,2024,46,59,78,133,147,90.5,22,52,42.3,0,0,0,0,0,17,1,0,17
201,Hayley Ladd,MF,Manchester Utd,26,1993,12.3,358,478,74.9,6765,1961,128,159,80.5,182,218,83.5,40,77,51.9,5,2.1,0.9,2.9,12,50,4,0,40
202,Carrie Jones,"DF,FW",Manchester Utd,16,2003,0.1,4,4,100,65,17,2,2,100,2,2,100,0,0,,0,0,0.1,0,0,0,0,0,1
203,Lauren James,FW,Manchester Utd,18,2001,4.8,87,125,69.6,1700,460,36,48,75,34,46,73.9,16,20,80,1,0.8,0.7,0.2,4,9,7,1,19
204,Tobin Heath,FW,Manchester Utd,32,1988,6.4,165,232,71.1,2551,901,96,107,89.7,48,67,71.6,14,40,35,2,2,2,0,24,8,10,4,18
205,Martha Harris,DF,Manchester Utd,25,1994,3.9,189,246,76.8,3229,978,78,96,81.3,98,121,81,11,21,52.4,0,0.1,0.2,-0.1,1,12,1,1,16
206,Kirsty Hanson,FW,Manchester Utd,22,1998,12,198,348,56.9,3088,946,94,142,66.2,85,134,63.4,8,29,27.6,2,1.9,2.3,0.1,19,15,20,9,33
207,Jackie Groenen,MF,Manchester Utd,25,1994,18.1,528,703,75.1,9464,2792,233,284,82,212,259,81.9,61,112,54.5,3,3.2,1.9,-0.2,24,81,11,2,103
208,Leah Galton,"FW,DF",Manchester Utd,26,1994,14.7,294,494,59.5,4829,1526,150,203,73.9,110,170,64.7,25,82,30.5,2,3.7,2.7,-1.7,32,31,11,5,43
209,Ivana Fuso,"FW,MF",Manchester Utd,19,2001,1.1,21,26,80.8,257,62,12,15,80,7,8,87.5,0,0,,0,0,0,0,1,2,1,0,3
210,Mary Earps,GK,Manchester Utd,27,1993,22,605,777,77.9,14420,9059,110,111,99.1,357,367,97.3,138,293,47.1,1,0,0,1,0,6,0,0,1
211,Ona Batlle,DF,Manchester Utd,21,1999,18.1,921,1193,77.2,15253,7065,469,541,86.7,378,473,79.9,62,117,53,0,0.8,1.5,-0.8,17,92,23,2,128
212,Lily Woodham,DF,Reading,19,2000,10,292,470,62.1,5454,2039,110,149,73.8,147,224,65.6,32,76,42.1,0,0.4,0.7,-0.4,6,18,6,4,24
213,Fara Williams,"MF,FW",Reading,36,1984,12.1,379,542,69.9,8117,3161,121,166,72.9,167,202,82.7,85,151,56.3,1,1.1,1.6,-0.1,19,47,8,3,48
214,Rachel Rowe,MF,Reading,27,1992,13.7,339,537,63.1,5945,2003,167,235,71.1,129,188,68.6,38,81,46.9,0,1.4,1.3,-1.4,18,30,17,5,47
215,Beth Roberts,DF,Reading,17,2003,3.6,128,166,77.1,2317,732,61,67,91,53,70,75.7,13,21,61.9,0,0.1,0.1,-0.1,2,5,2,1,10
216,Grace Moloney,GK,Reading,27,1993,22,692,908,76.2,17063,12254,143,143,100,352,363,97,182,385,47.3,0,0,0,0,0,5,0,0,0
217,Emma Mitchell,DF,Reading,27,1992,13.4,529,777,68.1,10107,5044,209,265,78.9,235,306,76.8,75,170,44.1,4,2.4,2.3,1.6,19,52,15,8,64
218,Kristine Leine,DF,Reading,24,1996,13.1,454,639,71,9192,3749,154,196,78.6,247,314,78.7,52,112,46.4,0,0.2,0.6,-0.2,4,39,7,3,51
219,Angharad James,MF,Reading,26,1994,22,675,940,71.8,13423,4874,236,303,77.9,319,403,79.2,107,184,58.2,1,2,1.9,-1,20,73,22,5,105
220,Emma Harries,FW,Reading,18,2002,7.5,55,96,57.3,708,162,39,55,70.9,11,24,45.8,2,7,28.6,0,0.4,0.6,-0.4,5,4,2,0,6
221,Natasha Harding,"FW,DF",Reading,31,1989,21.3,397,624,63.6,7311,2599,145,205,70.7,213,310,68.7,35,78,44.9,3,2.5,1.9,0.5,17,24,13,6,41
222,Jeon Ga-eul,"MF,FW",Reading,31,1988,1,25,33,75.8,376,108,12,14,85.7,10,13,76.9,1,3,33.3,0,0,0.1,0,0,0,1,0,3
223,Jess Fishlock,MF,Reading,33,1987,17.8,504,723,69.7,9589,4130,185,239,77.4,247,311,79.4,60,123,48.8,3,2.3,1.6,0.7,28,97,21,0,109
224,Amalie Eikeland,"MF,FW",Reading,24,1995,17.5,247,381,64.8,3696,850,130,175,74.3,93,134,69.4,13,33,39.4,0,1.3,0.7,-1.3,10,17,11,4,32
225,Deanna Cooper,DF,Reading,27,1993,19.3,710,933,76.1,15819,6383,155,197,78.7,415,476,87.2,131,235,55.7,0,0.4,0.5,-0.4,4,64,2,0,80
226,Brooke Chaplen,"MF,FW",Reading,31,1989,5.3,88,124,71,1384,332,43,50,86,36,49,73.5,5,13,38.5,1,0.7,0.5,0.3,6,10,2,1,10
227,Danielle Carter,FW,Reading,27,1993,14.5,228,362,63,3199,506,146,207,70.5,71,101,70.3,8,23,34.8,0,1.2,1.8,-1.2,20,14,12,1,31
228,Lauren Bruton,"FW,MF",Reading,27,1992,8,109,182,59.9,1749,523,53,76,69.7,40,61,65.6,9,14,64.3,0,0.5,0.3,-0.5,11,8,6,1,16
229,Molly Bartrip,DF,Reading,24,1996,20.2,790,1015,77.8,17654,8357,217,261,83.1,425,486,87.4,145,250,58,1,0.6,0.3,0.4,7,58,2,0,53
230,Shelina Zadorsky,DF,Tottenham,27,1992,20,759,975,77.8,16761,6573,163,197,82.7,476,538,88.5,119,222,53.6,1,0.1,0.2,0.9,2,44,2,0,50
231,Siri Worm,DF,Tottenham,28,1992,11.4,401,640,62.7,7820,3937,155,196,79.1,183,265,69.1,61,152,40.1,3,1.2,1.3,1.8,16,22,5,4,23
232,Rachel Williams,"FW,MF",Tottenham,32,1988,6,114,159,71.7,1894,353,55,72,76.4,51,59,86.4,8,17,47.1,0,0.5,0.2,-0.5,5,13,2,0,15
233,Elish Sulola,MF,Tottenham,19,2001,0.3,2,3,66.7,40,19,0,0,,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,0
234,Rebecca Spencer,GK,Tottenham,29,1991,16,479,653,73.4,11784,7756,88,88,100,269,278,96.8,122,286,42.7,0,0,0,0,0,0,0,0,0
235,Cho So-hyun,MF,Tottenham,32,1988,4.3,115,155,74.2,1706,542,55,66,83.3,50,64,78.1,4,9,44.4,0,0.1,0.1,-0.1,3,10,0,0,19
236,Lucy Quinn,"FW,MF",Tottenham,26,1993,6.5,122,199,61.3,2075,618,60,77,77.9,52,74,70.3,9,30,30,0,0.5,0.4,-0.5,4,9,3,2,14
237,Ria Percival,"MF,DF",Tottenham,30,1989,16,416,613,67.9,6868,2538,207,259,79.9,170,229,74.2,32,90,35.6,0,0.9,1,-0.9,16,41,3,0,58
238,Chloe Peplow,MF,Tottenham,21,1998,1.7,71,84,84.5,1451,399,28,32,87.5,32,37,86.5,11,14,78.6,0,0.1,0,-0.1,2,10,0,0,8
239,Ashleigh Neville,DF,Tottenham,27,1993,11.2,382,550,69.5,6537,3210,169,219,77.2,174,236,73.7,31,68,45.6,0,0.5,0.4,-0.5,8,25,6,6,44
240,Jessica Naz,FW,Tottenham,19,2000,4.6,111,148,75,1939,278,54,68,79.4,43,56,76.8,12,17,70.6,0,0.2,0.1,-0.2,3,11,3,0,15
241,Esther Morgan,DF,Tottenham,17,2002,7.2,237,334,71,3696,1671,131,165,79.4,100,138,72.5,6,25,24,0,0,0.1,0,0,8,1,1,13
242,Alex Morgan,FW,Tottenham,31,1989,2.7,33,56,58.9,559,150,18,24,75,12,17,70.6,2,8,25,0,0.6,0.5,-0.6,1,2,0,0,6
243,Aurora Mikalsen,GK,Tottenham,24,1996,5,129,169,76.3,3429,2492,15,16,93.8,73,79,92.4,40,72,55.6,0,0,0,0,0,1,0,0,0
244,Abbie McManus,DF,Tottenham,27,1993,10,439,590,74.4,9651,4890,103,132,78,267,310,86.1,68,137,49.6,0,0.1,0.1,-0.1,2,30,2,0,32
245,Lucía Marte,"FW,MF",Tottenham,22,1997,2.7,35,62,56.5,515,228,17,26,65.4,14,20,70,1,4,25,0,0.1,0.1,-0.1,2,4,2,1,7
246,Alanna Kennedy,MF,Tottenham,25,1995,17.4,466,664,70.2,8411,2363,220,280,78.6,187,249,75.1,53,97,54.6,0,0.3,0.3,-0.3,8,38,3,0,58
247,Kerys Harrop,DF,Tottenham,29,1990,12.1,512,695,73.7,10215,3628,176,217,81.1,264,329,80.2,68,121,56.2,0,0.2,0.5,-0.2,4,37,4,0,40
248,Josephine Green,MF,Tottenham,27,1993,11.1,241,334,72.2,4375,1168,109,144,75.7,103,128,80.5,25,48,52.1,0,0.1,0.1,-0.1,2,20,1,0,26
249,Kit Graham,"MF,FW",Tottenham,24,1995,12.3,297,468,63.5,5044,1718,143,184,77.7,104,173,60.1,35,71,49.3,1,1.8,2,-0.8,21,37,19,6,47
250,Hannah Godfrey,DF,Tottenham,23,1997,5,253,309,81.9,5231,1571,63,71,88.7,150,161,93.2,35,68,51.5,0,0.1,0,-0.1,1,6,0,0,12
251,Anna Filbey,"DF,MF",Tottenham,20,1999,2.6,51,78,65.4,1115,485,19,24,79.2,21,25,84,10,22,45.5,0,0,0,0,0,3,0,0,2
252,Rianna Dean,FW,Tottenham,21,1998,9.7,133,184,72.3,1887,207,74,92,80.4,45,55,81.8,7,18,38.9,1,0.9,0.8,0.1,6,8,3,1,9
253,Gemma Davison,"FW,MF",Tottenham,33,1987,9.6,187,283,66.1,3026,919,102,135,75.6,62,88,70.5,18,43,41.9,1,1.1,1,-0.1,7,18,4,1,27
254,Rosella Ayane,"FW,MF",Tottenham,24,1996,11.2,180,279,64.5,2785,829,98,134,73.1,61,86,70.9,14,35,40,0,0.4,0.6,-0.4,4,15,8,3,26
255,Angela Addison,FW,Tottenham,20,1999,14.1,170,279,60.9,2607,681,88,131,67.2,66,98,67.3,10,26,38.5,0,0.5,0.3,-0.5,3,10,2,0,22
256,Laura Vetterlein,"DF,MF",West Ham,28,1992,14.7,334,584,57.2,7148,3553,109,150,72.7,173,248,69.8,50,163,30.7,1,0.4,0.6,0.6,6,39,4,3,42
257,Martha Thomas,FW,West Ham,24,1996,13.7,171,288,59.4,2617,568,86,133,64.7,65,94,69.1,8,22,36.4,1,1.6,1.2,-0.6,21,7,13,4,19
258,Kateřina Svitková,"DF,MF",West Ham,24,1996,11.5,242,408,59.3,4232,1867,125,171,73.1,86,139,61.9,28,65,43.1,0,1.7,1.4,-1.7,10,20,9,5,27
259,Cho So-hyun,"MF,DF",West Ham,32,1988,7.8,198,264,75,3354,1301,96,121,79.3,82,97,84.5,18,31,58.1,0,0.2,0.3,-0.2,3,19,0,0,29
260,Mayumi Pacheco,DF,West Ham,21,1998,11.9,332,512,64.8,5292,2694,170,222,76.6,139,207,67.1,17,54,31.5,0,0.4,0.7,-0.4,9,26,7,3,30
261,Nor Mustafa,"FW,MF",West Ham,18,2001,0.8,15,28,53.6,259,35,8,15,53.3,6,7,85.7,1,4,25,0,0,0,0,0,2,0,0,2
262,Kate Longhurst,"MF,FW",West Ham,31,1989,15.6,308,492,62.6,6124,1632,113,176,64.2,148,203,72.9,44,89,49.4,1,0.8,1,0.2,5,38,1,0,40
263,Adriana Leon,"FW,MF",West Ham,27,1992,11.1,161,246,65.4,2885,691,77,107,72,64,87,73.6,18,37,48.6,1,0.8,0.8,0.2,7,15,4,1,19
264,Alisha Lehmann,FW,West Ham,21,1999,4.4,52,84,61.9,834,150,26,38,68.4,21,30,70,2,8,25,0,0.1,0.4,-0.1,2,1,7,3,4
265,Cecilie Kvamme,DF,West Ham,24,1995,16.6,375,635,59.1,6436,3309,182,240,75.8,142,247,57.5,41,106,38.7,2,0.8,0.9,1.2,9,33,11,4,38
266,Wiktoria Kiszkis,FW,West Ham,17,2003,0,1,1,100,24,6,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,1
267,Leanne Kiernan,FW,West Ham,21,1999,2.4,29,50,58,532,85,14,19,73.7,10,16,62.5,4,11,36.4,0,0.3,0.2,-0.3,2,1,3,2,2
268,Lois Joel,"DF,MF",West Ham,21,1999,3.1,74,112,66.1,1137,446,40,55,72.7,31,44,70.5,3,12,25,0,0,0,0,0,7,0,0,4
269,Ruby Grant,"MF,FW",West Ham,18,2002,2.3,52,78,66.7,757,246,29,36,80.6,19,25,76,2,10,20,0,0.1,0.1,-0.1,2,5,0,0,7
270,Gilly Flaherty,DF,West Ham,28,1991,20.4,560,794,70.5,12319,5706,139,186,74.7,329,424,77.6,89,169,52.7,0,0.9,0.8,-0.9,12,50,7,4,60
271,Grace Fisk,DF,West Ham,22,1998,22,652,903,72.2,13950,6083,177,232,76.3,356,439,81.1,114,207,55.1,0,0,0.5,0,1,54,4,3,61
272,Emily van Egmond,"MF,FW",West Ham,27,1993,19.9,474,735,64.5,8926,2652,191,268,71.3,208,294,70.7,65,129,50.4,2,1.5,1.8,0.5,11,61,18,3,91
273,Anouk Denton,"FW,DF",West Ham,17,2003,1.1,12,20,60,217,107,7,10,70,4,6,66.7,1,3,33.3,0,0,0,0,1,0,1,1,2
274,Rachel Daly,"FW,DF",West Ham,28,1991,8.5,275,417,65.9,5200,2070,117,151,77.5,104,149,69.8,47,95,49.5,1,1.1,1.3,-0.1,16,21,5,3,30
275,Kenza Dali,MF,West Ham,29,1991,15.1,385,634,60.7,7339,2240,157,221,71,169,236,71.6,54,135,40,4,2.7,2.5,1.3,29,50,18,6,83
276,Hawa Cissoko,DF,West Ham,23,1997,6.4,118,208,56.7,2489,1408,32,63,50.8,66,101,65.3,20,38,52.6,0,0.1,0.1,-0.1,2,15,2,0,18
277,Dagný Brynjarsdóttir,MF,West Ham,28,1991,8.9,135,257,52.5,2155,927,65,103,63.1,56,104,53.8,9,28,32.1,0,0.6,0.3,-0.6,7,15,6,0,29
278,Courtney Brosnan,GK,West Ham,24,1995,6,107,205,52.2,4104,3455,5,5,100,28,28,100,74,170,43.5,0,0,0,0,0,4,0,0,0
279,Maisey Barker,MF,West Ham,18,2002,1,2,8,25,23,0,2,4,50,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
280,Mackenzie Arnold,GK,West Ham,26,1994,16,550,812,67.7,15952,10236,51,55,92.7,291,314,92.7,208,442,47.1,0,0.2,0,-0.2,1,13,0,0,0
