Rk,Player,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_T/O,Succ_T/O,Succ%_T/O,Tkld_T/O,Tkld%_T/O,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,"PrgR
▼"
181,Ruby Mace,DF,Manchester City,17,2003,2.9,260,12,107,128,28,2,260,3,1,33.3,2,66.7,173,1061,534,4,6,0,1,3,187,5
182,Vicky Losada,MF,Manchester City,30,1991,6.6,380,3,37,211,134,5,380,4,3,75,1,25,211,1108,369,4,9,0,4,14,293,25
183,Alanna Kennedy,DF,Manchester City,26,1995,12.8,1153,82,499,629,32,12,1153,1,0,0,1,100,741,4044,2446,11,5,0,7,0,906,2
184,Chloe Kelly,FW,Manchester City,23,1998,3.4,137,0,4,25,111,20,137,6,3,50,3,50,98,616,287,12,8,6,5,6,109,46
185,Khiara Keating,GK,Manchester City,17,2004,2,52,45,52,0,0,0,52,0,0,,0,,31,152,96,0,0,0,0,0,25,0
186,Steph Houghton,DF,Manchester City,33,1988,4,377,41,164,208,6,1,377,0,0,,0,,212,1526,1043,8,1,0,3,1,288,1
187,Lauren Hemp,FW,Manchester City,20,2000,19.3,847,8,75,209,573,132,847,37,22,59.5,15,40.5,558,4429,2207,109,30,62,25,42,661,255
188,Alex Greenwood,DF,Manchester City,27,1993,21.4,2156,172,865,1135,177,16,2154,18,12,66.7,6,33.3,1286,7492,4589,32,13,1,7,11,1585,9
189,Laura Coombs,"MF,FW",Manchester City,30,1991,7.1,412,3,55,250,108,11,412,3,2,66.7,1,33.3,202,969,397,10,7,3,10,11,311,21
190,Lucy Bronze,DF,Manchester City,29,1991,12.8,1098,26,211,579,320,34,1098,15,8,53.3,7,46.7,557,3271,1925,49,29,10,13,10,675,59
191,Julie Blakstad,"DF,FW",Manchester City,19,2001,3.8,277,4,40,122,118,19,277,5,3,60,2,40,160,944,607,20,8,6,13,7,181,41
192,Karima Benameur,GK,Manchester City,32,1989,10,367,313,365,2,0,0,367,0,0,,0,,182,849,484,0,0,0,0,0,218,0
193,Janine Beckie,"FW,DF",Manchester City,26,1994,5.6,309,4,52,116,143,24,309,6,2,33.3,4,66.7,148,868,425,11,9,4,10,13,213,48
194,Filippa Angeldahl,MF,Manchester City,24,1997,7.2,428,3,42,234,153,12,428,4,2,50,2,50,196,963,373,7,10,2,12,10,327,34
195,Katie Zelem,MF,Manchester Utd,25,1996,22,1445,63,314,789,348,15,1441,3,3,100,0,0,527,1986,755,9,8,1,20,20,845,38
196,Millie Turner,DF,Manchester Utd,25,1996,2.9,280,17,127,141,14,2,280,1,0,0,1,100,175,855,531,1,3,0,1,0,213,0
197,Ella Toone,"MF,FW",Manchester Utd,21,1999,21.1,1084,8,105,461,526,79,1084,32,17,53.1,14,43.8,541,2613,987,29,23,15,41,32,816,156
198,Maria Thorisdottir,DF,Manchester Utd,28,1993,18.2,1093,155,617,455,28,7,1093,5,4,80,1,20,532,2561,1667,3,0,0,6,4,729,5
199,Martha Thomas,FW,Manchester Utd,25,1996,10,332,7,30,105,200,70,332,11,7,63.6,4,36.4,171,1172,566,29,8,22,13,17,241,81
200,Lucy Staniforth,"MF,FW",Manchester Utd,28,1992,6.3,326,7,38,146,146,14,325,4,3,75,1,25,168,731,283,9,5,2,13,10,228,34
201,Kirsty Smith,DF,Manchester Utd,27,1994,2.1,138,1,25,71,42,1,138,5,1,20,4,80,44,252,144,4,2,0,3,2,84,11
202,Alessia Russo,"FW,MF",Manchester Utd,22,1999,17.5,635,25,58,228,360,90,635,32,17,53.1,15,46.9,400,2667,1012,39,19,20,63,35,476,108
203,Jade Moore,MF,Manchester Utd,30,1990,0.5,18,2,8,8,2,0,18,0,0,,0,,8,50,8,0,0,0,1,1,10,0
204,Aoife Mannion,DF,Manchester Utd,25,1995,12,840,69,425,397,23,6,840,2,2,100,0,0,468,2367,1338,2,3,0,2,4,627,2
205,Hayley Ladd,"MF,DF",Manchester Utd,27,1993,12,678,54,279,337,65,14,678,2,1,50,1,50,316,1582,824,8,3,0,3,7,440,8
206,Carrie Jones,FW,Manchester Utd,17,2003,0.3,9,1,2,1,6,2,9,0,0,,0,,4,13,8,0,0,0,1,0,4,0
207,Martha Harris,DF,Manchester Utd,26,1994,0.1,15,0,4,4,7,2,15,0,0,,0,,5,35,19,0,0,0,0,0,8,2
208,Kirsty Hanson,FW,Manchester Utd,23,1998,8.1,351,11,48,135,176,34,351,29,14,48.3,14,48.3,188,1340,647,28,13,10,19,19,224,74
209,Jackie Groenen,MF,Manchester Utd,26,1994,11.8,576,11,103,333,145,13,576,7,5,71.4,2,28.6,271,1494,542,12,11,5,17,17,398,37
210,Leah Galton,FW,Manchester Utd,27,1994,18.9,698,13,84,263,355,79,698,16,10,62.5,6,37.5,364,2277,963,35,19,17,40,21,482,150
211,Ivana Fuso,"FW,MF",Manchester Utd,20,2001,0.9,33,1,8,9,16,4,33,4,3,75,1,25,14,93,47,2,1,2,4,3,15,3
212,Mary Earps,GK,Manchester Utd,28,1993,22,825,661,820,3,2,0,825,0,0,,0,,374,1751,931,0,1,0,0,1,426,0
213,Diane Caldwell,DF,Manchester Utd,32,1988,5,180,29,106,66,8,3,180,0,0,,0,,70,408,184,0,0,0,0,1,88,0
214,Vilde Bøe Risa,"MF,FW",Manchester Utd,26,1995,7.8,338,9,52,174,115,26,338,3,3,100,0,0,165,922,306,9,6,4,8,12,223,36
215,Signe Bruun,"FW,MF",Manchester Utd,23,1998,2.1,66,1,9,26,31,3,66,0,0,,0,,37,121,48,0,0,0,5,4,52,4
216,Hannah Blundell,DF,Manchester Utd,27,1994,19.6,1270,37,442,604,241,11,1270,9,5,55.6,4,44.4,523,3028,1625,31,19,5,17,16,691,49
217,Ona Batlle,DF,Manchester Utd,22,1999,20.8,1540,55,462,675,412,24,1540,27,12,44.4,15,55.6,577,3544,1954,46,36,9,19,24,785,80
218,Lily Woodham,"DF,MF",Reading,20,2000,19.5,1100,68,411,496,207,4,1100,17,6,35.3,11,64.7,338,2045,878,23,14,2,27,16,401,25
219,Justine Vanhaevermaet,"MF,DF",Reading,29,1992,17.6,894,106,357,435,104,20,893,1,0,0,1,100,321,1573,650,7,7,1,21,9,458,25
220,Sanne Troelsgaard Nielsen,MF,Reading,32,1988,9.9,348,15,69,216,68,7,348,3,3,100,0,0,129,604,118,1,1,1,13,4,169,14
221,Rhiannon Stewart,GK,Reading,,,2.5,83,71,83,0,0,0,83,0,0,,0,,43,223,145,0,0,0,0,0,33,0
222,Rachel Rowe,"MF,FW",Reading,28,1992,10.5,395,9,71,207,120,26,395,17,6,35.3,11,64.7,211,1250,456,8,4,6,15,31,243,33
223,Deanne Rose,"FW,MF",Reading,22,1999,18.6,503,7,44,192,281,75,503,31,6,19.4,24,77.4,356,2954,1287,57,31,26,60,50,361,97
224,Beth Roberts,"DF,FW",Reading,18,2003,0.8,33,10,27,6,1,0,33,0,0,,0,,6,21,4,0,0,0,0,0,9,0
225,Tia Primmer,"MF,FW",Reading,17,2004,2.4,92,7,23,46,25,6,92,1,1,100,0,0,46,255,76,3,1,1,1,6,50,10
226,Chloe Peplow,"MF,DF",Reading,22,1998,8.8,365,33,142,208,20,2,365,3,3,100,0,0,140,639,298,3,3,0,9,14,169,6
227,Grace Moloney,GK,Reading,28,1993,19.5,832,650,821,10,1,0,832,0,0,,0,,392,2349,1481,0,0,0,0,0,342,0
228,Emma Harries,"MF,FW",Reading,19,2002,12.5,298,15,50,134,115,27,298,10,2,20,8,80,138,742,293,10,5,5,30,26,179,43
229,Natasha Harding,"DF,MF",Reading,32,1989,20.2,823,103,391,318,122,15,823,6,3,50,3,50,276,1516,743,12,4,2,15,5,373,30
230,Jeon Ga-eul,"FW,DF",Reading,32,1988,0.2,10,1,1,4,5,2,10,2,0,0,2,100,4,111,7,0,0,0,2,1,5,1
231,Gemma Evans,DF,Reading,24,1996,22,1162,181,760,380,30,12,1162,2,1,50,1,50,500,2774,1631,5,3,0,7,8,603,5
232,Amalie Eikeland,"MF,FW",Reading,25,1995,19.2,510,21,107,258,151,25,510,9,1,11.1,8,88.9,243,1283,408,11,8,3,32,16,293,50
233,Natasha Dowie,FW,Reading,33,1988,15.3,319,3,22,167,133,35,317,4,1,25,3,75,172,793,251,12,9,4,32,30,235,52
234,Deanna Cooper,DF,Reading,28,1993,14.6,894,144,587,305,12,3,894,3,3,100,0,0,436,2475,1689,8,3,0,4,3,530,1
235,Brooke Chaplen,"MF,FW",Reading,32,1989,8,234,4,39,99,100,13,234,5,1,20,4,80,122,775,378,12,15,2,24,11,148,21
236,Faye Bryson,"DF,MF",Reading,24,1997,20,1087,78,402,476,218,5,1087,11,7,63.6,4,36.4,339,1984,850,23,10,3,27,14,412,31
237,Shelina Zadorsky,DF,Tottenham,28,1992,20.4,1022,138,636,361,31,7,1022,3,2,66.7,1,33.3,498,2758,1728,7,2,1,5,3,661,6
238,Rachel Williams,FW,Tottenham,33,1988,20,751,17,69,386,303,77,751,23,14,60.9,9,39.1,394,2019,543,17,11,2,59,31,554,92
239,Chioma Ubogagu,"FW,MF",Tottenham,28,1992,5.5,224,3,46,87,92,23,224,8,1,12.5,7,87.5,136,864,395,17,4,8,14,18,148,39
240,Eveliina Summanen,"MF,FW",Tottenham,23,1998,7.8,425,16,103,233,92,10,425,3,1,33.3,2,66.7,162,811,333,3,6,1,8,6,243,20
241,Rebecca Spencer,GK,Tottenham,30,1991,11,428,368,426,1,1,0,428,1,1,100,0,0,218,1221,626,0,0,0,0,1,226,0
242,Cho So-hyun,"MF,FW",Tottenham,33,1988,6.7,268,9,74,141,54,5,268,4,1,25,3,75,109,532,191,3,3,1,14,11,176,19
243,Kyah Simon,"FW,MF",Tottenham,30,1991,10.2,371,2,54,188,134,23,370,8,1,12.5,7,87.5,180,968,286,13,8,3,17,17,265,59
244,Viktoria Schnaderbeck,DF,Tottenham,30,1991,2.7,137,16,87,49,1,1,137,0,0,,0,,69,256,136,0,0,0,1,0,92,0
245,Ria Percival,"MF,DF",Tottenham,31,1989,16.8,813,28,191,382,247,29,813,7,4,57.1,3,42.9,284,1349,466,10,6,5,26,12,412,78
246,Ashleigh Neville,"DF,MF",Tottenham,28,1993,20.4,1402,86,493,625,302,42,1402,36,20,55.6,16,44.4,598,3669,1888,39,25,7,24,26,688,89
247,Jessica Naz,"FW,MF",Tottenham,20,2000,13.1,517,6,87,242,202,26,517,23,12,52.2,11,47.8,315,2220,1026,35,17,12,39,38,380,90
248,Isabella Lane,"DF,MF",Tottenham,17,2003,0.3,11,1,6,2,3,0,11,1,0,0,1,100,4,27,0,0,1,0,1,0,3,0
249,Tinja-Riikka Korpela,GK,Tottenham,35,1986,11,406,339,405,1,0,0,406,0,0,,0,,202,1192,745,0,0,0,0,0,169,0
250,Tang Jiali,FW,Tottenham,26,1995,2.9,107,1,12,34,62,7,107,2,2,100,0,0,66,360,95,4,2,3,6,11,93,25
251,Kerys Harrop,"DF,MF",Tottenham,30,1990,16.8,995,70,423,407,171,9,995,5,2,40,3,60,343,1646,885,14,10,0,5,16,478,27
252,Josephine Green,MF,Tottenham,28,1993,6,257,21,67,123,70,4,257,0,0,,0,,99,569,220,3,4,0,7,5,147,12
253,Kit Graham,"FW,MF",Tottenham,25,1995,5.9,299,7,19,147,136,18,299,8,4,50,4,50,150,996,479,17,14,2,12,14,185,32
254,Maéva Clemaron,MF,Tottenham,28,1992,19.3,1078,42,290,638,154,12,1078,2,1,50,1,50,457,1851,594,9,11,1,30,30,642,37
255,Molly Bartrip,DF,Tottenham,25,1996,22,1272,175,776,455,48,1,1272,4,4,100,0,0,551,2441,1371,2,1,0,8,1,761,1
256,Rosella Ayane,"FW,MF",Tottenham,25,1996,8.4,325,6,49,147,137,18,324,9,6,66.7,3,33.3,168,1066,436,19,12,5,30,19,212,56
257,Asmita Ale,"DF,MF",Tottenham,19,2001,10.7,703,16,235,318,152,10,703,4,2,50,2,50,247,1096,535,11,5,1,13,14,343,34
258,Angela Addison,"MF,FW",Tottenham,21,1999,3.9,163,2,28,59,80,17,162,7,4,57.1,3,42.9,87,663,322,13,5,7,11,15,110,37
259,Tameka Yallop,"MF,FW",West Ham,30,1991,13.4,509,10,117,219,176,31,509,7,0,0,7,100,268,1343,465,15,9,3,25,10,349,68
260,Zaneta Wyne,"DF,MF",West Ham,31,1990,12.7,554,27,187,253,122,12,554,13,6,46.2,7,53.8,241,1347,616,15,9,2,13,11,316,38
261,Claudia Walker,FW,West Ham,25,1996,15,389,3,20,141,232,39,389,14,4,28.6,10,71.4,257,1448,366,17,11,2,35,34,329,82
262,Kateřina Svitková,"DF,MF",West Ham,25,1996,17.2,1000,30,249,418,352,40,1000,40,17,42.5,23,57.5,450,2616,1443,42,16,8,40,29,553,98
263,Abbey-Leigh Stringer,"MF,FW",West Ham,26,1995,12.4,560,40,218,296,52,4,560,2,2,100,0,0,233,883,220,1,2,0,22,19,311,8
264,Emma Snerle,"MF,FW",West Ham,20,2001,5.1,185,5,32,96,62,11,185,8,2,25,6,75,93,467,133,4,3,2,11,8,113,22
265,Lucy Parker,"DF,MF",West Ham,22,1998,9.4,492,54,282,186,34,3,492,11,7,63.6,4,36.4,220,1640,903,9,6,0,10,16,226,2
266,Kate Longhurst,DF,West Ham,32,1989,19.5,1114,70,377,474,279,17,1114,21,9,42.9,12,57.1,530,3524,1932,31,27,2,27,25,615,58
267,Adriana Leon,FW,West Ham,28,1992,10.8,353,4,28,141,192,30,353,19,11,57.9,8,42.1,198,1363,550,23,18,7,30,26,219,57
268,Anna Leat,GK,West Ham,20,2001,4,176,152,176,0,0,0,176,0,0,,0,,93,539,220,0,0,0,0,0,65,0
269,Lois Joel,DF,West Ham,22,1999,1.3,57,2,14,24,19,1,57,0,0,,0,,27,170,105,3,0,0,4,3,30,7
270,Halle Houssein,"MF,FW",West Ham,16,2004,0.3,18,0,2,11,5,0,18,0,0,,0,,8,44,14,0,0,0,1,1,8,2
271,Yui Hasegawa,"MF,FW",West Ham,24,1997,16.2,779,18,149,415,232,16,779,19,14,73.7,5,26.3,376,1904,851,20,17,5,27,26,443,52
272,Grace Garrad,"DF,FW",West Ham,18,2003,0.1,3,1,2,1,0,0,3,0,0,,0,,1,3,0,0,0,0,0,0,1,0
273,Gilly Flaherty,DF,West Ham,29,1991,19,885,121,501,335,54,11,885,0,0,,0,,316,1703,869,9,3,2,10,5,384,8
274,Grace Fisk,DF,West Ham,23,1998,15,960,98,551,361,60,12,960,1,1,100,0,0,334,1716,820,8,4,2,10,8,427,6
275,Melisa Filis,"MF,FW",West Ham,19,2002,4.3,140,2,23,74,43,5,140,2,0,0,2,100,75,405,120,6,2,1,11,8,90,13
276,Lisa Evans,"FW,DF",West Ham,29,1992,11.6,409,5,58,140,217,47,409,10,4,40,6,60,226,1419,674,32,12,18,26,14,291,91
277,Hawa Cissoko,DF,West Ham,24,1997,17,731,112,469,251,21,1,731,6,2,33.3,4,66.7,313,1827,825,7,8,1,16,9,315,3
278,Brooke Cairns,FW,West Ham,18,2003,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
279,Dagný Brynjarsdóttir,"MF,FW",West Ham,29,1991,18.6,646,29,140,329,192,53,646,4,1,25,3,75,251,1164,413,12,13,2,35,29,355,57
280,Mackenzie Arnold,GK,West Ham,27,1994,18,807,673,795,9,3,0,807,0,0,,0,,344,1919,1001,0,1,0,0,0,310,0
