Rk,Player,Pos,"Squad
▲",Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
230,Jeon Ga-eul,"FW,DF",Reading,32,1988,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
231,Gemma Evans,DF,Reading,24,1996,22,916,861,52,32,0,4,3,11,0,0,0,0,617,3,14
232,Amalie Eikeland,"MF,FW",Reading,25,1995,19.2,370,358,11,2,0,0,14,5,0,0,0,0,243,1,18
233,Natasha Dowie,FW,Reading,33,1988,15.3,228,194,33,0,0,0,6,3,2,2,0,0,147,1,6
234,Deanna Cooper,DF,Reading,28,1993,14.6,756,718,36,31,0,13,0,3,0,0,0,0,524,2,12
235,Brooke Chaplen,"MF,FW",Reading,32,1989,8,166,157,9,0,0,1,12,1,7,5,0,2,111,0,6
236,Faye Bryson,"DF,MF",Reading,24,1997,20,882,591,289,26,0,2,60,244,19,14,0,5,492,2,33
237,Shelina Zadorsky,DF,Tottenham,28,1992,20.4,891,856,30,19,0,11,4,11,0,0,0,0,647,5,15
238,Rachel Williams,FW,Tottenham,33,1988,20,576,538,34,1,3,3,11,8,1,0,0,0,414,4,13
239,Chioma Ubogagu,"FW,MF",Tottenham,28,1992,5.5,152,152,0,0,2,0,6,0,0,0,0,0,93,0,10
240,Eveliina Summanen,"MF,FW",Tottenham,23,1998,7.8,349,329,20,16,0,2,11,1,3,3,0,0,254,0,6
241,Rebecca Spencer,GK,Tottenham,30,1991,11,419,301,115,24,0,0,0,0,0,0,0,0,317,3,0
242,Cho So-hyun,"MF,FW",Tottenham,33,1988,6.7,219,214,5,0,1,0,4,3,0,0,0,0,142,0,6
243,Kyah Simon,"FW,MF",Tottenham,30,1991,10.2,295,280,13,3,1,0,14,3,3,2,0,1,195,2,9
244,Viktoria Schnaderbeck,DF,Tottenham,30,1991,2.7,121,121,0,0,0,0,0,0,0,0,0,0,96,0,0
245,Ria Percival,"MF,DF",Tottenham,31,1989,16.8,654,550,101,21,0,0,71,35,45,19,8,11,421,3,30
246,Ashleigh Neville,"DF,MF",Tottenham,28,1993,20.4,1119,887,227,12,0,6,46,215,0,0,0,0,695,5,31
247,Jessica Naz,"FW,MF",Tottenham,20,2000,13.1,382,374,7,2,2,2,20,5,0,0,0,0,269,1,15
248,Isabella Lane,"DF,MF",Tottenham,17,2003,0.3,6,5,1,0,0,0,0,1,0,0,0,0,2,0,1
249,Tinja-Riikka Korpela,GK,Tottenham,35,1986,11,388,275,113,22,0,0,0,0,0,0,0,0,304,0,2
250,Tang Jiali,FW,Tottenham,26,1995,2.9,82,79,3,0,0,0,0,0,0,0,0,0,62,0,4
251,Kerys Harrop,"DF,MF",Tottenham,30,1990,16.8,860,689,169,11,0,3,21,158,0,0,0,0,617,2,27
252,Josephine Green,MF,Tottenham,28,1993,6,213,199,13,6,0,0,10,1,5,0,3,1,158,1,3
253,Kit Graham,"FW,MF",Tottenham,25,1995,5.9,237,184,52,20,3,1,32,5,20,12,0,0,139,1,11
254,Maéva Clemaron,MF,Tottenham,28,1992,19.3,922,906,9,4,0,1,5,3,1,1,0,0,669,7,23
255,Molly Bartrip,DF,Tottenham,25,1996,22,1101,1006,93,58,0,10,16,13,22,9,4,2,901,2,11
256,Rosella Ayane,"FW,MF",Tottenham,25,1996,8.4,226,215,10,1,0,2,11,5,1,1,0,0,152,1,12
257,Asmita Ale,"DF,MF",Tottenham,19,2001,10.7,619,467,152,1,0,3,20,151,0,0,0,0,423,0,17
258,Angela Addison,"MF,FW",Tottenham,21,1999,3.9,119,116,3,1,0,0,6,2,0,0,0,0,76,0,5
259,Tameka Yallop,"MF,FW",West Ham,30,1991,13.4,395,384,11,2,1,1,23,6,1,0,0,1,286,0,10
260,Zaneta Wyne,"DF,MF",West Ham,31,1990,12.7,455,407,46,3,0,3,23,43,0,0,0,0,300,2,19
261,Claudia Walker,FW,West Ham,25,1996,15,282,269,12,0,1,1,20,1,0,0,0,0,176,1,19
262,Kateřina Svitková,"DF,MF",West Ham,25,1996,17.2,782,653,125,15,0,11,95,70,40,22,2,7,449,4,47
263,Abbey-Leigh Stringer,"MF,FW",West Ham,26,1995,12.4,456,443,11,8,0,7,1,3,0,0,0,0,345,2,12
264,Emma Snerle,"MF,FW",West Ham,20,2001,5.1,142,132,8,0,0,0,3,2,0,0,0,0,101,2,2
265,Lucy Parker,"DF,MF",West Ham,22,1998,9.4,400,337,61,7,0,2,2,53,1,1,0,0,262,2,17
266,Kate Longhurst,DF,West Ham,32,1989,19.5,945,763,177,27,1,4,55,150,0,0,0,0,605,5,24
267,Adriana Leon,FW,West Ham,28,1992,10.8,247,187,58,14,0,2,50,16,16,5,4,6,155,2,10
268,Anna Leat,GK,West Ham,20,2001,4,170,124,46,8,0,0,0,0,0,0,0,0,104,0,0
269,Lois Joel,DF,West Ham,22,1999,1.3,44,42,2,0,0,0,5,2,0,0,0,0,15,0,6
270,Halle Houssein,"MF,FW",West Ham,16,2004,0.3,13,13,0,0,0,0,0,0,0,0,0,0,8,0,1
271,Yui Hasegawa,"MF,FW",West Ham,24,1997,16.2,652,593,57,11,0,5,39,14,13,4,5,1,459,2,8
272,Grace Garrad,"DF,FW",West Ham,18,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
273,Gilly Flaherty,DF,West Ham,29,1991,19,733,602,130,35,0,7,7,95,0,0,0,0,511,1,6
274,Grace Fisk,DF,West Ham,23,1998,15,808,652,155,32,0,4,7,123,0,0,0,0,553,1,15
275,Melisa Filis,"MF,FW",West Ham,19,2002,4.3,106,100,5,1,0,1,7,2,0,0,0,0,67,1,3
276,Lisa Evans,"FW,DF",West Ham,29,1992,11.6,339,304,35,2,0,2,26,29,1,0,0,0,223,0,14
277,Hawa Cissoko,DF,West Ham,24,1997,17,564,515,48,17,0,5,4,31,0,0,0,0,428,1,11
278,Brooke Cairns,FW,West Ham,18,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Dagný Brynjarsdóttir,"MF,FW",West Ham,29,1991,18.6,468,460,4,2,0,3,5,2,0,0,0,0,274,4,13
280,Mackenzie Arnold,GK,West Ham,27,1994,18,747,506,239,66,0,2,0,0,0,0,0,0,507,2,0
