Rk,Player,Pos,"Squad
▲",Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG_exp,npxG_exp,xAG_exp,npxG+xAG_exp,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
251,Kerys Harrop,"DF,MF",Tottenham,30,1990,19,17,"1,514",16.8,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,14,56,27,0.06,0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05
252,Josephine Green,MF,Tottenham,28,1993,11,6,544,6,1,0,1,1,0,0,1,0,0.9,0.9,0.2,1.1,3,12,12,0.17,0,0.17,0.17,0.17,0.15,0.04,0.18,0.15,0.18
253,Kit Graham,"FW,MF",Tottenham,25,1995,8,7,534,5.9,2,0,2,2,0,0,1,0,1.9,1.9,1.2,3.1,17,31,32,0.34,0,0.34,0.34,0.34,0.31,0.21,0.52,0.31,0.52
254,Maéva Clemaron,MF,Tottenham,28,1992,21,21,"1,735",19.3,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.2,9,111,37,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06
255,Molly Bartrip,DF,Tottenham,25,1996,22,22,"1,980",22,0,1,1,0,0,0,2,0,0.1,0.1,1,1.1,2,53,1,0,0.05,0.05,0,0.05,0.01,0.05,0.05,0.01,0.05
256,Rosella Ayane,"FW,MF",Tottenham,25,1996,17,7,754,8.4,1,0,1,0,1,1,3,0,1.6,0.8,0.5,1.3,19,20,56,0.12,0,0.12,0,0,0.19,0.06,0.25,0.09,0.15
257,Asmita Ale,"DF,MF",Tottenham,19,2001,13,10,961,10.7,1,0,1,1,0,0,3,0,0.8,0.8,0.7,1.5,11,48,34,0.09,0,0.09,0.09,0.09,0.08,0.06,0.14,0.08,0.14
258,Angela Addison,"MF,FW",Tottenham,21,1999,19,1,347,3.9,1,0,1,1,0,1,0,0,1.8,1,0.6,1.6,13,14,37,0.26,0,0.26,0.26,0.26,0.46,0.16,0.62,0.26,0.41
259,Tameka Yallop,"MF,FW",West Ham,30,1991,16,13,"1,204",13.4,1,0,1,1,0,0,1,0,2,2,0.7,2.7,15,37,68,0.07,0,0.07,0.07,0.07,0.15,0.06,0.21,0.15,0.21
260,Zaneta Wyne,"DF,MF",West Ham,31,1990,18,13,"1,147",12.7,1,0,1,1,0,0,0,0,0.8,0.8,0.7,1.5,15,42,38,0.08,0,0.08,0.08,0.08,0.06,0.05,0.11,0.06,0.11
261,Claudia Walker,FW,West Ham,25,1996,20,16,"1,350",15,3,0,3,3,0,0,3,0,2.5,2.5,0.2,2.6,17,31,82,0.2,0,0.2,0.2,0.2,0.16,0.01,0.18,0.16,0.18
262,Kateřina Svitková,"DF,MF",West Ham,25,1996,19,17,"1,545",17.2,2,4,6,2,0,0,2,0,2.3,2.3,2.5,4.8,42,60,98,0.12,0.23,0.35,0.12,0.35,0.13,0.15,0.28,0.13,0.28
263,Abbey-Leigh Stringer,"MF,FW",West Ham,26,1995,18,13,"1,114",12.4,1,0,1,1,0,0,6,0,0.8,0.8,0.1,0.9,1,49,8,0.08,0,0.08,0.08,0.08,0.07,0.01,0.07,0.07,0.07
264,Emma Snerle,"MF,FW",West Ham,20,2001,8,5,460,5.1,1,1,2,1,0,0,1,0,0.5,0.5,0.3,0.7,4,10,22,0.2,0.2,0.39,0.2,0.39,0.09,0.05,0.14,0.09,0.14
265,Lucy Parker,"DF,MF",West Ham,22,1998,14,8,842,9.4,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,9,25,2,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07
266,Kate Longhurst,DF,West Ham,32,1989,22,20,"1,759",19.5,1,2,3,1,0,0,4,0,0.4,0.4,1.5,1.9,31,71,58,0.05,0.1,0.15,0.05,0.15,0.02,0.08,0.1,0.02,0.1
267,Adriana Leon,FW,West Ham,28,1992,13,11,969,10.8,2,0,2,2,0,0,0,0,2.2,2.2,1.4,3.6,23,22,57,0.19,0,0.19,0.19,0.19,0.21,0.13,0.34,0.21,0.34
268,Anna Leat,GK,West Ham,20,2001,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Lois Joel,DF,West Ham,22,1999,10,0,115,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,0,7,0,0,0,0,0,0.09,0,0.09,0.09,0.09
270,Halle Houssein,"MF,FW",West Ham,16,2004,5,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.08,0.08,0,0.08
271,Yui Hasegawa,"MF,FW",West Ham,24,1997,17,16,"1,459",16.2,2,2,4,2,0,0,0,0,1.1,1.1,2,3.1,20,99,52,0.12,0.12,0.25,0.12,0.25,0.07,0.12,0.19,0.07,0.19
272,Grace Garrad,"DF,FW",West Ham,18,2003,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,Gilly Flaherty,DF,West Ham,29,1991,19,19,"1,710",19,0,2,2,0,0,0,1,0,0.6,0.6,0.8,1.4,9,52,8,0,0.11,0.11,0,0.11,0.03,0.04,0.07,0.03,0.07
274,Grace Fisk,DF,West Ham,23,1998,16,15,"1,350",15,2,0,2,2,0,0,0,0,0.5,0.5,0.1,0.7,8,53,6,0.13,0,0.13,0.13,0.13,0.04,0.01,0.04,0.04,0.04
275,Melisa Filis,"MF,FW",West Ham,19,2002,19,4,389,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,6,7,13,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08
276,Lisa Evans,"FW,DF",West Ham,29,1992,16,12,"1,048",11.6,1,3,4,1,0,0,0,0,0.9,0.9,3.1,4,32,34,91,0.09,0.26,0.34,0.09,0.34,0.08,0.27,0.34,0.08,0.34
277,Hawa Cissoko,DF,West Ham,24,1997,19,19,"1,534",17,0,1,1,0,0,0,5,2,0,0,0.1,0.1,7,37,3,0,0.06,0.06,0,0.06,0,0.01,0.01,0,0.01
278,Brooke Cairns,FW,West Ham,18,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Dagný Brynjarsdóttir,"MF,FW",West Ham,29,1991,20,19,"1,677",18.6,4,1,5,4,0,0,1,0,4.1,4.1,0.7,4.9,12,53,57,0.21,0.05,0.27,0.21,0.27,0.22,0.04,0.26,0.22,0.26
280,Mackenzie Arnold,GK,West Ham,27,1994,18,18,"1,620",18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
