Rk,Player,Pos,"Squad
▲",Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_med,Att_med,Cmp%_med,Cmp_long,Att_long,Cmp%_long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
156,Sophie Bradley,DF,Liverpool,28,1989,20,508,763,66.6,10004,6077,197,235,83.8,227,306,74.2,80,200,40,2,1.7,1.6,0.3,5,31,5,1,37
157,Jessica Park,"FW,MF",Manchester City,16,2001,0.4,6,10,60,59,0,4,4,100,1,4,25,0,0,,0,0,0,0,0,0,0,0,0
158,Nadia Nadim,FW,Manchester City,30,1988,1.9,36,52,69.2,473,51,27,34,79.4,4,10,40,3,3,100,0,0.1,0,-0.1,4,1,0,0,0
159,Pauline Bremer,FW,Manchester City,22,1996,1.3,33,39,84.6,359,56,23,24,95.8,8,9,88.9,0,2,0,0,0.5,0.1,-0.5,4,1,0,0,3
160,Melissa Lawley,FW,Manchester City,24,1994,2.4,38,56,67.9,547,58,21,26,80.8,14,19,73.7,2,6,33.3,0,0.2,0.1,-0.2,3,1,1,0,3
161,Lauren Hemp,"FW,MF",Manchester City,17,2000,6.7,131,176,74.4,1748,272,80,98,81.6,35,45,77.8,6,11,54.5,1,0.6,0.8,0.4,8,4,5,0,18
162,Janine Beckie,FW,Manchester City,23,1994,3.2,85,119,71.4,1233,327,51,61,83.6,23,32,71.9,5,13,38.5,2,1.2,0.5,0.8,5,8,5,2,10
163,Megan Campbell,DF,Manchester City,25,1993,2,117,144,81.3,2505,765,35,41,85.4,61,69,88.4,19,27,70.4,0,0.1,0.4,-0.1,1,9,1,0,13
164,Nikita Parris,FW,Manchester City,24,1994,17.7,377,497,75.9,4968,1094,235,283,83,94,128,73.4,16,25,64,7,4.9,4.5,2.1,28,22,23,5,48
165,Claire Emslie,"FW,MF",Manchester City,24,1994,7.2,223,319,69.9,3643,1137,126,153,82.4,63,81,77.8,25,50,50,3,3.8,3.1,-0.8,31,19,14,9,29
166,Esme Morgan,DF,Manchester City,17,2000,5.3,303,371,81.7,4651,1987,169,197,85.8,110,130,84.6,18,27,66.7,0,0.1,0.4,-0.1,4,17,4,1,29
167,Jill Scott,MF,Manchester City,31,1987,17.5,693,889,78,10649,2348,353,426,82.9,277,330,83.9,34,61,55.7,5,1.6,1.9,3.4,19,68,12,0,87
168,Karen Bardsley,GK,Manchester City,33,1984,5,128,162,79,3375,2394,20,20,100,71,76,93.4,37,65,56.9,0,0,0,0,0,2,0,0,0
169,Georgia Stanway,"MF,FW",Manchester City,19,1999,14.6,463,616,75.2,7958,2416,206,237,86.9,173,215,80.5,55,96,57.3,3,3.1,3.1,-0.1,31,54,28,8,69
170,Demi Stokes,DF,Manchester City,26,1991,10.2,521,625,83.4,7100,2542,337,361,93.4,134,174,77,26,43,60.5,1,0.5,0.5,0.5,3,32,7,1,42
171,Tessa Wullaert,"FW,MF",Manchester City,25,1993,13.9,540,729,74.1,8464,2689,270,330,81.8,215,273,78.8,32,72,44.4,4,3.9,2.9,0.1,25,56,22,7,82
172,Caroline Weir,"MF,FW",Manchester City,23,1995,15,731,940,77.8,10910,3110,407,445,91.5,213,267,79.8,61,151,40.4,5,7.2,7.1,-2.2,59,42,21,5,81
173,Abbie McManus,DF,Manchester City,25,1993,10.1,601,756,79.5,9320,3975,340,386,88.1,213,269,79.2,33,70,47.1,2,1.9,1.6,0.1,12,47,9,1,66
174,Gemma Bonner,DF,Manchester City,27,1991,14.5,792,970,81.6,13573,5210,385,444,86.7,325,374,86.9,67,115,58.3,0,0.7,0.8,-0.7,9,54,8,3,65
175,Keira Walsh,MF,Manchester City,21,1997,19,1022,1281,79.8,18477,6168,450,517,87,413,478,86.4,132,217,60.8,5,2.2,1.9,2.8,19,162,26,6,169
176,Ellie Roebuck,GK,Manchester City,18,1999,15,423,518,81.7,9691,6782,86,87,98.9,255,262,97.3,81,162,50,0,0,0,0,1,3,2,0,0
177,Jennifer Beattie,DF,Manchester City,27,1991,17,1101,1274,86.4,21256,9567,407,453,89.8,525,585,89.7,148,196,75.5,0,0.9,0.5,-0.9,7,57,2,1,83
178,Steph Houghton,DF,Manchester City,30,1988,20,1179,1476,79.9,26915,12876,312,359,86.9,619,699,88.6,236,382,61.8,0,1.5,2,-1.5,9,139,12,0,141
179,Millie Farrow,FW,Reading,22,1996,1.6,21,29,72.4,303,84,12,15,80,7,10,70,1,2,50,0,0,0,0,0,1,0,0,4
180,Rachel Rowe,MF,Reading,25,1992,0.8,33,47,70.2,610,129,10,16,62.5,20,25,80,2,3,66.7,0,0,0,0,0,1,0,0,2
181,Rakel Hönnudóttir,"FW,MF",Reading,29,1988,2.3,64,90,71.1,851,270,39,54,72.2,21,25,84,0,3,0,0,0.4,0.1,-0.4,2,4,1,1,5
182,Lily Woodham,"DF,MF",Reading,17,2000,1.7,78,92,84.8,1132,316,39,42,92.9,30,35,85.7,3,5,60,0,0.2,0.1,-0.2,4,3,3,1,8
183,Charlie Estcourt,"MF,FW",Reading,20,1998,3.4,92,124,74.2,1272,401,47,61,77,38,46,82.6,2,5,40,0,0.1,0.2,-0.1,3,11,4,1,15
184,Brooke Chaplen,"FW,MF",Reading,29,1989,15.3,178,275,64.7,2251,475,110,142,77.5,47,70,67.1,5,14,35.7,2,0.8,1.4,1.2,18,14,8,1,22
185,Jade Bailey,"MF,FW",Reading,22,1995,3.2,123,168,73.2,1695,568,75,95,78.9,36,48,75,6,10,60,0,1.1,0.4,-1.1,5,11,2,0,12
186,Gemma Davison,"FW,MF",Reading,31,1987,9.3,166,271,61.3,2567,1014,95,135,70.4,43,74,58.1,20,24,83.3,4,3.7,3,0.3,22,25,21,3,38
187,Rebecca Jane,DF,Reading,26,1992,4.1,152,218,69.7,2387,1240,81,103,78.6,60,81,74.1,8,21,38.1,0,0.2,0.6,-0.2,3,16,2,1,19
188,Lauren Bruton,"FW,MF",Reading,25,1992,14.7,293,414,70.8,4125,1267,166,212,78.3,86,118,72.9,19,34,55.9,0,1.8,1.6,-1.8,23,26,21,0,55
189,Jade Moore,"MF,FW",Reading,27,1990,10.8,263,412,63.8,4313,1499,123,166,74.1,108,143,75.5,18,64,28.1,0,0.6,1,-0.6,9,33,8,2,41
190,Sophie Howard,"DF,MF",Reading,24,1993,4.4,191,282,67.7,3427,1562,81,108,75,91,125,72.8,16,32,50,1,0.1,0.1,0.9,2,8,1,0,16
191,Molly Bartrip,"DF,MF",Reading,22,1996,8.4,319,434,73.5,5610,2383,153,180,85,122,151,80.8,37,79,46.8,2,0.7,0.5,1.3,5,20,3,0,27
192,Remi Allen,MF,Reading,27,1990,18.4,537,702,76.5,8344,2574,284,336,84.5,198,244,81.1,33,63,52.4,2,1.9,1.1,0.1,13,61,8,1,78
193,Rachel Furness,MF,Reading,30,1988,16.6,560,833,67.2,8564,3163,310,409,75.8,199,280,71.1,30,76,39.5,1,2.5,2.4,-1.5,17,72,8,1,94
194,Fara Williams,"MF,FW",Reading,34,1984,19.2,549,860,63.8,9126,3290,279,376,74.2,191,279,68.5,54,123,43.9,3,3.7,4,-0.7,39,45,27,3,80
195,Mayumi Pacheco,DF,Reading,19,1998,14,519,699,74.2,7891,3386,290,336,86.3,183,249,73.5,32,66,48.5,1,0.5,0.6,0.5,7,30,6,2,44
196,Natasha Harding,DF,Reading,29,1989,19,622,920,67.6,11093,4363,270,345,78.3,274,406,67.5,67,127,52.8,3,0.8,1.7,2.2,11,46,12,6,59
197,Kirsty Pearce,DF,Reading,,,16.9,746,1030,72.4,15399,6860,240,284,84.5,373,450,82.9,122,251,48.6,2,0.6,0.5,1.4,8,66,4,0,81
198,Jo Potter,DF,Reading,33,1984,16,738,1109,66.5,17161,9002,207,252,82.1,354,446,79.4,173,376,46,0,0.8,1,-0.8,14,74,6,0,96
199,Grace Moloney,GK,Reading,25,1993,20,550,722,76.2,13261,10012,103,103,100,326,332,98.2,120,283,42.4,0,0,0.3,0,0,3,2,0,1
200,Adriana Leon,"FW,MF",West Ham,25,1992,3.9,72,112,64.3,1169,233,32,46,69.6,30,41,73.2,6,12,50,0,0.3,0.4,-0.3,5,3,3,2,9
201,Leanne Kiernan,"FW,MF",West Ham,19,1999,10.2,145,250,58,2237,371,76,115,66.1,47,77,61,12,26,46.2,1,0.5,1,0.5,2,4,4,3,13
202,Rosie Kmita,"FW,MF",West Ham,24,1994,2.5,60,86,69.8,946,426,33,41,80.5,20,25,80,5,14,35.7,1,0.6,0.4,0.4,4,6,3,2,10
203,Alisha Lehmann,"FW,MF",West Ham,19,1999,19.1,250,404,61.9,3767,1197,146,196,74.5,75,117,64.1,19,49,38.8,3,2.2,1.9,0.8,16,21,13,5,33
204,Vyan Sampson,"DF,MF",West Ham,22,1996,5.3,184,219,84,3196,1202,74,86,86,94,107,87.9,11,17,64.7,0,0,0,0,1,15,0,0,14
205,Jane Ross,FW,West Ham,28,1989,18.4,347,527,65.8,5177,1250,205,283,72.4,93,142,65.5,30,59,50.8,2,2.8,2.1,-0.8,24,37,13,1,62
206,Lucienne Reichardt,"MF,DF",West Ham,27,1991,8.6,194,257,75.5,3602,1300,71,97,73.2,98,112,87.5,22,40,55,0,0,0.1,0,1,13,2,0,23
207,Esmee de Graaf,"FW,DF",West Ham,20,1997,7.2,146,247,59.1,2680,1327,76,103,73.8,47,83,56.6,20,45,44.4,0,0.3,0.4,-0.3,9,12,7,2,26
208,Cho So-hyun,MF,West Ham,30,1988,6.3,184,267,68.9,3256,1424,85,117,72.6,79,94,84,18,42,42.9,2,0.6,0.4,1.4,5,26,5,1,46
209,Brianna Visalli,"MF,FW",West Ham,23,1995,15.5,315,454,69.4,4885,1634,174,224,77.7,106,152,69.7,24,42,57.1,2,1.4,1.2,0.6,14,38,14,3,64
210,Julia Simic,MF,West Ham,29,1989,10.1,325,434,74.9,5997,1708,131,161,81.4,157,204,77,33,53,62.3,4,2.9,2.2,1.1,21,36,12,4,48
211,Kate Longhurst,"MF,DF",West Ham,29,1989,17.7,476,698,68.2,8444,2524,209,251,83.3,196,264,74.2,53,117,45.3,1,0.5,0.4,0.5,10,47,4,2,65
212,Brooke Hendrix,DF,West Ham,25,1993,13.4,378,513,73.7,7772,3206,103,133,77.4,227,282,80.5,46,89,51.7,0,0.5,0.3,-0.5,4,17,1,0,23
213,Claire Rafferty,DF,West Ham,29,1989,11.6,408,609,67,7175,4120,186,230,80.9,168,237,70.9,44,114,38.6,0,1.5,1.3,-1.5,17,30,5,5,42
214,Erin Simon,DF,West Ham,23,1994,15.5,507,743,68.2,9234,4259,224,284,78.9,212,304,69.7,63,125,50.4,0,0.2,0.5,-0.2,5,40,10,5,52
215,Anna Moorhouse,GK,West Ham,23,1995,8.9,275,434,63.4,7966,4958,20,23,87,158,164,96.3,97,242,40.1,0,0,0,0,0,9,0,0,0
216,Ria Percival,"DF,MF",West Ham,28,1989,15.2,610,890,68.5,11207,5292,257,318,80.8,276,368,75,67,165,40.6,2,0.9,1.4,1.1,7,62,12,6,66
217,Gilly Flaherty,DF,West Ham,26,1991,19,656,894,73.4,14254,5600,152,196,77.6,402,473,85,99,211,46.9,0,0.1,0.4,-0.1,2,22,1,0,36
218,Rebecca Spencer,GK,West Ham,27,1991,11,332,524,63.4,10010,7115,16,17,94.1,186,194,95.9,130,308,42.2,0,0.1,0,-0.1,2,3,0,0,0
219,Liberty Piggott,FW,Yeovil Town,20,1997,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
220,Charlie Taylor,FW,Yeovil Town,,,0.1,3,3,100,66,7,0,0,,3,3,100,0,0,,0,0,0,0,1,1,0,0,0
221,Leah Burridge,MF,Yeovil Town,,,0.3,4,10,40,67,26,3,4,75,1,4,25,0,2,0,0,0,0,0,0,0,0,0,0
222,Shannon Albuery,"FW,MF",Yeovil Town,,,3.6,33,52,63.5,393,40,20,28,71.4,8,12,66.7,1,7,14.3,1,0.1,0.1,0.9,1,3,0,0,1
223,Monique Fischer,MF,Yeovil Town,26,1991,1.7,22,31,71,269,52,17,19,89.5,5,5,100,0,4,0,0,0,0,0,0,1,0,0,1
224,Erin Bloomfield,"FW,MF",Yeovil Town,,,5,42,69,60.9,463,103,26,38,68.4,8,20,40,1,2,50,0,0.1,0.1,-0.1,4,6,1,0,5
225,Olivia Fergusson,FW,Yeovil Town,23,1995,18.4,141,211,66.8,1646,352,99,127,78,25,40,62.5,4,16,25,1,1.1,0.7,-0.1,10,9,5,1,12
226,Emily Syme,"MF,FW",Yeovil Town,18,2000,8.6,104,159,65.4,1499,392,59,80,73.8,36,53,67.9,5,13,38.5,0,0.1,0,-0.1,3,5,0,0,9
227,Emily Donovan,"MF,FW",Yeovil Town,,,9.1,122,198,61.6,1699,513,67,89,75.3,34,61,55.7,7,21,33.3,0,0.4,0.3,-0.4,3,10,3,0,16
228,Amber Gaylor,"MF,FW",Yeovil Town,23,1995,9,107,222,48.2,1557,561,64,93,68.8,27,56,48.2,10,41,24.4,0,0.4,0.5,-0.4,6,14,5,1,14
229,Rachel McLauchlan,"MF,DF",Yeovil Town,21,1997,7,104,188,55.3,1707,846,61,85,71.8,29,50,58,10,34,29.4,1,0.3,0.3,0.7,5,13,3,1,13
230,Charlotte Buxton,DF,Yeovil Town,,,6,93,151,61.6,1422,898,55,70,78.6,34,59,57.6,3,13,23.1,0,0,0,0,1,3,0,0,7
231,Ann-Marie Heatherson,"MF,FW",Yeovil Town,34,1984,18.5,200,369,54.2,2826,1007,116,178,65.2,60,120,50,13,34,38.2,1,0.7,0.8,0.3,8,18,8,0,37
232,Georgia Evans,MF,Yeovil Town,22,1995,15.6,258,394,65.5,3907,1057,135,173,78,95,137,69.3,15,52,28.8,0,0.1,0.2,-0.1,3,21,1,1,36
233,Amy Goddard,DF,Yeovil Town,,,9.8,141,277,50.9,2147,1442,75,109,68.8,49,94,52.1,10,55,18.2,0,0,0,0,1,8,0,0,11
234,Bonnie Horwood,MF,Yeovil Town,31,1987,16.4,342,518,66,5309,1704,169,223,75.8,139,194,71.6,21,61,34.4,0,0.5,0.6,-0.5,9,26,3,1,35
235,Ellie Mason,"DF,MF",Yeovil Town,22,1996,18.7,247,419,58.9,4342,1771,108,154,70.1,107,158,67.7,25,90,27.8,0,0.1,0.1,-0.1,2,13,0,0,26
236,Nicola Cousins,DF,Yeovil Town,29,1988,14.6,197,352,56,3476,2113,94,127,74,74,110,67.3,22,91,24.2,0,0.2,0.3,-0.2,4,16,2,0,20
237,Hannah Short,DF,Yeovil Town,25,1993,17.2,203,393,51.7,4597,2899,68,94,72.3,82,130,63.1,50,152,32.9,1,0.7,0.7,0.3,12,20,1,0,19
238,Megan Alexander,DF,Yeovil Town,24,1993,20,390,663,58.8,6703,4322,197,243,81.1,147,253,58.1,40,130,30.8,1,2.3,1.8,-1.3,14,19,6,3,27
239,Megan Walsh,GK,Yeovil Town,23,1994,20,329,817,40.3,13775,13166,8,8,100,56,64,87.5,265,738,35.9,0,0.7,0.3,-0.7,2,15,2,0,0
