Rk,Player,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_T/O,Succ_T/O,Succ%_T/O,Tkld_T/O,Tkld%_T/O,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,"PrgR
▼"
180,Ali Riley,"DF,FW",Chelsea,30,1987,3.9,281,6,63,133,86,9,281,4,2,50,2,50,123,604,280,7,3,3,8,4,174,32
181,Leigh-Anne Robe,DF,Liverpool,24,1993,19,1103,69,493,482,137,2,1103,25,16,64,9,36,352,2415,1258,13,9,1,16,11,339,5
182,Rhiannon Roberts,"MF,DF",Liverpool,27,1990,5.7,272,23,111,142,22,2,272,2,0,0,2,100,84,286,88,1,1,0,8,7,98,2
183,Katie Robinson,FW,Bristol City,15,2002,1.1,48,2,8,13,27,7,48,5,1,20,4,80,19,146,67,3,1,1,10,2,23,5
184,Amy Rodgers,"MF,DF",Liverpool,18,2000,9.3,390,22,139,220,38,3,390,7,5,71.4,2,28.6,151,551,293,5,2,0,12,8,152,3
185,Bethan Roe,DF,Brighton,18,1999,2,112,1,34,49,32,3,112,6,3,50,3,50,28,193,109,4,3,0,5,0,44,4
186,Ellie Roebuck,GK,Manchester City,18,1999,15,544,460,543,1,0,0,544,0,0,,0,,294,1690,1203,0,0,0,0,0,285,0
187,Katie Rood,"FW,MF",Bristol City,25,1992,1.2,34,1,4,18,12,2,34,6,4,66.7,2,33.3,15,84,50,3,0,1,1,6,21,6
188,Jane Ross,FW,West Ham,28,1989,18.4,720,17,55,366,302,70,719,21,9,42.9,12,57.1,334,1779,509,20,11,11,62,34,491,103
189,Rachel Rowe,MF,Reading,25,1992,0.8,60,1,3,28,29,3,60,0,0,,0,,36,136,62,1,1,1,2,2,35,3
190,Ella Rutherford,"FW,MF",Bristol City,18,2000,16.2,641,18,144,305,203,31,641,40,14,35,25,62.5,282,1604,527,17,17,4,63,41,330,45
191,Vyan Sampson,"DF,MF",West Ham,22,1996,5.3,255,15,146,101,8,0,255,1,1,100,0,0,119,543,294,2,1,0,3,1,155,1
192,Jessica Samuelsson,DF,Arsenal,26,1992,2.1,165,2,34,70,61,3,165,4,1,25,3,75,79,422,219,8,8,2,7,0,105,16
193,Meaghan Sargeant,DF,Birmingham City,24,1994,16.9,1229,113,639,503,91,16,1229,4,4,100,0,0,576,3248,1976,5,2,0,10,6,760,14
194,Viktoria Schnaderbeck,"MF,DF",Arsenal,27,1991,1.2,69,2,29,32,8,1,69,0,0,,0,,37,245,99,0,0,0,0,0,51,0
195,Connie Scofield,MF,Birmingham City,19,1999,3.5,13,0,2,7,4,2,13,0,0,,0,,9,31,4,0,0,0,2,1,13,3
196,Harriet Scott,DF,Birmingham City,25,1993,11.4,847,33,308,348,197,18,847,16,7,43.8,9,56.3,366,2000,864,14,14,2,20,23,470,36
197,Jill Scott,MF,Manchester City,31,1987,17.5,1093,17,169,670,266,43,1093,24,17,70.8,7,29.2,490,3058,1396,35,34,6,40,26,695,51
198,Hannah Short,DF,Yeovil Town,25,1993,17.2,654,155,419,208,32,5,654,6,6,100,0,0,115,757,335,3,3,0,7,6,139,0
199,Julia Simic,MF,West Ham,29,1989,10.1,530,7,108,292,139,12,530,10,6,60,4,40,254,1580,633,17,10,5,25,10,329,30
200,Erin Simon,DF,West Ham,23,1994,15.5,915,49,329,418,177,3,915,21,9,42.9,12,57.1,312,1943,919,20,12,1,20,9,413,31
201,Emily Simpkins,MF,Brighton,28,1990,2.8,111,3,30,58,25,4,111,1,0,0,1,100,38,176,74,2,3,0,6,3,51,4
202,Cho So-hyun,MF,West Ham,30,1988,6.3,327,10,71,183,78,2,327,8,6,75,2,25,107,439,168,2,5,0,15,6,173,15
203,Ji So-yun,MF,Chelsea,27,1991,15.9,1113,5,98,590,436,55,1113,31,18,58.1,13,41.9,692,3114,1348,35,30,15,24,46,877,67
204,Drew Spence,MF,Chelsea,25,1992,13.4,644,17,82,355,210,51,644,10,6,60,4,40,305,1223,431,6,8,2,33,19,415,41
205,Rebecca Spencer,GK,West Ham,27,1991,11,568,454,562,7,0,0,568,2,1,50,1,50,274,1885,1300,0,0,0,0,0,240,0
206,Lucy Staniforth,"MF,FW",Birmingham City,25,1992,18,1151,10,166,559,439,33,1151,42,26,61.9,16,38.1,634,3767,1423,39,34,7,42,38,845,113
207,Georgia Stanway,"MF,FW",Manchester City,19,1999,14.6,864,12,86,377,406,66,864,40,21,52.5,19,47.5,492,2346,1048,34,24,23,54,28,622,121
208,Demi Stokes,DF,Manchester City,26,1991,10.2,718,23,213,328,181,14,718,8,4,50,4,50,351,1768,864,20,17,4,17,10,430,36
209,Abbey-Leigh Stringer,MF,Everton,23,1995,13,725,28,205,432,95,4,725,4,2,50,2,50,334,1245,311,0,15,2,34,23,401,8
210,Courtney Sweetman-Kirk,"FW,MF",Liverpool,27,1990,14.9,581,11,89,281,214,49,578,7,4,57.1,3,42.9,270,1114,322,14,9,8,38,31,386,81
211,Emily Syme,"MF,FW",Yeovil Town,18,2000,8.6,246,12,66,143,43,6,246,15,10,66.7,5,33.3,107,779,282,9,12,2,21,11,123,12
212,Charlie Taylor,FW,Yeovil Town,,,0.1,3,0,0,2,1,0,3,1,1,100,0,0,2,17,3,0,0,0,0,0,3,0
213,Carly Telford,GK,Chelsea,31,1987,10,356,268,353,3,0,0,356,0,0,,0,,210,1111,704,0,0,0,0,0,206,0
214,Lauren Thomas,"MF,FW",Liverpool,,,0.2,7,0,1,0,6,0,7,0,0,,0,,5,24,13,0,0,0,0,0,4,1
215,Maria Thorisdottir,"MF,DF",Chelsea,25,1993,3.4,204,4,26,136,43,3,204,8,4,50,4,50,97,480,299,7,5,2,6,0,127,6
216,Danielle Turner,"DF,MF",Everton,27,1991,12.5,709,36,229,327,158,11,709,15,3,20,12,80,232,1691,902,29,18,6,14,13,323,37
217,Iniabasi Umotong,FW,Brighton,24,1994,13.7,450,13,43,220,194,61,450,27,17,63,10,37,210,1269,541,24,16,11,59,21,289,71
218,Sari van Veenendaal,GK,Arsenal,28,1990,7,211,200,211,0,0,0,211,0,0,,0,,129,765,504,0,1,1,0,0,97,0
219,Katrine Veje,"DF,FW",Arsenal,27,1991,6.9,510,15,128,256,135,16,510,14,5,35.7,9,64.3,288,2016,1071,33,13,10,9,5,303,49
220,Brianna Visalli,"MF,FW",West Ham,23,1995,15.5,640,13,119,348,191,27,640,29,20,69,9,31,299,1598,538,13,13,2,38,26,389,63
221,Claudia Walker,FW,Everton,22,1996,4.6,151,0,6,65,80,22,151,4,2,50,2,50,85,405,141,6,3,3,21,5,104,27
222,Claudia Walker,"FW,MF",Birmingham City,22,1996,3.2,147,0,14,48,85,13,147,8,3,37.5,5,62.5,88,523,249,12,8,5,20,17,116,42
223,Keira Walsh,MF,Manchester City,21,1997,19,1439,38,297,910,247,8,1439,34,23,67.6,11,32.4,791,3362,1459,21,22,4,24,24,1093,44
224,Megan Walsh,GK,Yeovil Town,23,1994,20,893,766,874,19,0,0,893,0,0,,0,,363,4504,3927,0,0,0,0,0,140,0
225,Lia Wälti,MF,Arsenal,25,1993,11.8,857,11,159,600,110,6,857,13,10,76.9,3,23.1,483,2645,1281,20,15,0,16,14,588,12
226,Caroline Weir,"MF,FW",Manchester City,23,1995,15,1106,4,96,483,537,41,1106,32,20,62.5,12,37.5,604,3057,1211,29,39,6,43,24,725,126
227,Charlie Wellings,"FW,MF",Birmingham City,20,1998,17.6,683,5,64,299,325,51,683,24,5,20.8,19,79.2,389,2249,960,46,22,13,46,41,502,121
228,Aileen Whelan,"MF,FW",Brighton,26,1991,19.1,721,14,136,356,236,33,721,38,16,42.1,21,55.3,353,2262,909,31,23,9,50,37,433,62
229,Fern Whelan,"DF,MF",Brighton,29,1988,6.8,244,49,156,76,13,9,244,1,1,100,0,0,67,327,170,2,1,0,6,0,85,0
230,Ellen White,FW,Birmingham City,29,1989,7.2,229,5,9,88,133,47,229,6,1,16.7,5,83.3,132,536,161,8,6,9,22,18,183,48
231,Fara Williams,"MF,FW",Reading,34,1984,19.2,1065,11,103,483,492,60,1062,25,13,52,12,48,457,2220,803,24,21,7,44,30,677,132
232,Paige Williams,DF,Birmingham City,23,1995,11.5,890,27,312,429,159,3,890,13,10,76.9,3,23.1,414,2126,1164,10,11,0,12,7,498,23
233,Victoria Williams,DF,Brighton,28,1990,19,964,107,596,341,43,13,964,9,6,66.7,3,33.3,474,2585,1235,3,9,0,17,11,479,10
234,Leah Williamson,DF,Arsenal,21,1997,17.8,1464,66,587,774,109,18,1464,12,8,66.7,4,33.3,856,5397,3973,39,26,0,6,2,1024,18
235,Poppy Wilson,MF,Bristol City,18,1999,0.1,2,1,1,1,0,0,2,1,1,100,0,0,1,8,6,0,0,0,0,0,1,0
236,Lily Woodham,"DF,MF",Reading,17,2000,1.7,105,2,23,57,25,1,105,5,2,40,3,60,57,273,150,2,2,0,3,4,64,12
237,Jessica Wooley,MF,Bristol City,17,2001,0.8,34,0,5,11,18,0,34,1,1,100,0,0,18,82,42,3,1,0,5,2,17,4
238,Siri Worm,DF,Everton,26,1992,9.5,673,44,322,270,84,1,673,6,5,83.3,1,16.7,254,1006,561,3,7,1,4,2,309,9
239,Tessa Wullaert,"FW,MF",Manchester City,25,1993,13.9,861,19,120,403,351,37,861,19,13,68.4,6,31.6,495,3178,1687,61,48,8,16,21,617,119
