Rk,Player,Pos,"Squad
▲",Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
178,Karen Bardsley,GK,Manchester City,33,1984,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
179,Lily Woodham,"DF,MF",Reading,17,2000,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
180,Fara Williams,"MF,FW",Reading,34,1984,19.2,11,79,25,31.6,4.12,1.3,0.11,0.36,24.7,18,2,3,6.9,4.6,0.06,4.1,4.4
181,Rachel Rowe,MF,Reading,25,1992,0.8,0,1,0,0,1.27,0,0,,32.3,0,0,0,0,0,0.03,0,0
182,Jo Potter,DF,Reading,33,1984,16,0,6,0,0,0.37,0,0,,25.4,3,0,0,0.3,0.3,0.05,-0.3,-0.3
183,Kirsty Pearce,DF,Reading,,,16.9,1,8,2,25,0.47,0.12,0.13,0.5,20.9,0,0,0,1,1,0.13,0,0
184,Mayumi Pacheco,DF,Reading,19,1998,14,0,4,0,0,0.29,0,0,,22.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
185,Jade Moore,"MF,FW",Reading,27,1990,10.8,1,19,6,31.6,1.76,0.55,0.05,0.17,18.2,0,0,0,1.1,1.1,0.06,-0.1,-0.1
186,Grace Moloney,GK,Reading,25,1993,20,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
187,Rebecca Jane,DF,Reading,26,1992,4.1,0,2,1,50,0.49,0.25,0,0,19.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
188,Sophie Howard,"DF,MF",Reading,24,1993,4.4,0,1,0,0,0.23,0,0,,26.3,0,0,0,0,0,0.04,0,0
189,Rakel Hönnudóttir,"FW,MF",Reading,29,1988,2.3,0,1,1,100,0.43,0.43,0,0,16.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
190,Natasha Harding,DF,Reading,29,1989,19,1,8,2,25,0.42,0.11,0.13,0.5,21.7,0,0,0,0.7,0.7,0.08,0.3,0.3
191,Rachel Furness,MF,Reading,30,1988,16.6,1,34,5,14.7,2.05,0.3,0.03,0.2,19,1,0,0,2.1,2.1,0.06,-1.1,-1.1
192,Millie Farrow,FW,Reading,22,1996,1.6,2,6,3,50,3.7,1.85,0.33,0.67,12.1,0,0,0,1.9,1.9,0.38,0.1,0.1
193,Charlie Estcourt,"MF,FW",Reading,20,1998,3.4,0,3,2,66.7,0.87,0.58,0,0,21.4,0,0,0,0.5,0.5,0.18,-0.5,-0.5
194,Gemma Davison,"FW,MF",Reading,31,1987,9.3,2,14,4,28.6,1.51,0.43,0.14,0.5,20.7,0,0,0,0.8,0.8,0.06,1.2,1.2
195,Brooke Chaplen,"FW,MF",Reading,29,1989,15.3,7,52,23,44.2,3.4,1.5,0.13,0.3,18,0,0,0,8.6,8.6,0.17,-1.6,-1.6
196,Lauren Bruton,"FW,MF",Reading,25,1992,14.7,3,24,8,33.3,1.63,0.54,0.08,0.25,21.3,0,1,1,2.6,1.8,0.08,0.4,0.2
197,Molly Bartrip,"DF,MF",Reading,22,1996,8.4,0,6,2,33.3,0.71,0.24,0,0,21.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
198,Jade Bailey,"MF,FW",Reading,22,1995,3.2,0,6,2,33.3,1.88,0.63,0,0,18.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
199,Remi Allen,MF,Reading,27,1990,18.4,2,26,7,26.9,1.42,0.38,0.08,0.29,18.7,0,0,0,3.1,3.1,0.12,-1.1,-1.1
200,Brianna Visalli,"MF,FW",West Ham,23,1995,15.5,1,22,8,36.4,1.42,0.52,0.05,0.13,19.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8
201,Rebecca Spencer,GK,West Ham,27,1991,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
202,Cho So-hyun,MF,West Ham,30,1988,6.3,0,4,1,25,0.63,0.16,0,0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
203,Erin Simon,DF,West Ham,23,1994,15.5,0,2,0,0,0.13,0,0,,20,0,0,0,0.1,0.1,0.04,-0.1,-0.1
204,Julia Simic,MF,West Ham,29,1989,10.1,2,13,5,38.5,1.29,0.5,0.15,0.4,20.2,1,0,0,1,1,0.08,1,1
205,Vyan Sampson,"DF,MF",West Ham,22,1996,5.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
206,Jane Ross,FW,West Ham,28,1989,18.4,7,36,17,47.2,1.95,0.92,0.19,0.41,17.5,1,0,1,5.7,4.7,0.13,1.3,2.3
207,Lucienne Reichardt,"MF,DF",West Ham,27,1991,8.6,0,6,1,16.7,0.7,0.12,0,0,20.4,2,0,0,0.3,0.3,0.05,-0.3,-0.3
208,Claire Rafferty,DF,West Ham,29,1989,11.6,1,5,2,40,0.43,0.17,0.2,0.5,18.3,1,0,0,0.3,0.3,0.05,0.7,0.7
209,Ria Percival,"DF,MF",West Ham,28,1989,15.2,0,4,0,0,0.26,0,0,,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
210,Anna Moorhouse,GK,West Ham,23,1995,8.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
211,Kate Longhurst,"MF,DF",West Ham,29,1989,17.7,2,20,6,30,1.13,0.34,0.1,0.33,14.8,0,0,0,2,2,0.1,0,0
212,Adriana Leon,"FW,MF",West Ham,25,1992,3.9,1,11,2,18.2,2.84,0.52,0.09,0.5,17.5,2,0,0,0.7,0.7,0.07,0.3,0.3
213,Alisha Lehmann,"FW,MF",West Ham,19,1999,19.1,6,35,13,37.1,1.83,0.68,0.17,0.46,17.8,1,0,0,5,5,0.14,1,1
214,Rosie Kmita,"FW,MF",West Ham,24,1994,2.5,1,6,1,16.7,2.43,0.41,0.17,1,16.8,0,0,0,0.6,0.6,0.09,0.4,0.4
215,Leanne Kiernan,"FW,MF",West Ham,19,1999,10.2,2,21,10,47.6,2.06,0.98,0.1,0.2,18.3,0,0,0,1.6,1.6,0.08,0.4,0.4
216,Brooke Hendrix,DF,West Ham,25,1993,13.4,0,7,1,14.3,0.52,0.07,0,0,10.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
217,Esmee de Graaf,"FW,DF",West Ham,20,1997,7.2,1,3,2,66.7,0.42,0.28,0.33,0.5,9.7,0,0,0,0.7,0.7,0.24,0.3,0.3
218,Gilly Flaherty,DF,West Ham,26,1991,19,1,14,7,50,0.74,0.37,0.07,0.14,9.1,0,0,0,1.2,1.2,0.09,-0.2,-0.2
219,Megan Walsh,GK,Yeovil Town,23,1994,20,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
220,Charlie Taylor,FW,Yeovil Town,,,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
221,Emily Syme,"MF,FW",Yeovil Town,18,2000,8.6,1,9,7,77.8,1.05,0.81,0.11,0.14,21.7,0,0,0,1.1,1.1,0.13,-0.1,-0.1
222,Hannah Short,DF,Yeovil Town,25,1993,17.2,1,8,2,25,0.47,0.12,0.13,0.5,23.4,0,0,0,0.5,0.5,0.07,0.5,0.5
223,Liberty Piggott,FW,Yeovil Town,20,1997,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
224,Rachel McLauchlan,"MF,DF",Yeovil Town,21,1997,7,0,7,0,0,1,0,0,,24,0,0,0,0.3,0.3,0.05,-0.3,-0.3
225,Ellie Mason,"DF,MF",Yeovil Town,22,1996,18.7,3,17,6,35.3,0.91,0.32,0.18,0.5,22,0,0,1,1.8,0.9,0.05,1.2,2.1
226,Bonnie Horwood,MF,Yeovil Town,31,1987,16.4,0,6,2,33.3,0.37,0.12,0,0,24.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3
227,Ann-Marie Heatherson,"MF,FW",Yeovil Town,34,1984,18.5,2,21,10,47.6,1.14,0.54,0.1,0.2,19.3,0,0,0,2.4,2.4,0.12,-0.4,-0.4
228,Amy Goddard,DF,Yeovil Town,,,9.8,0,6,1,16.7,0.61,0.1,0,0,17.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
229,Amber Gaylor,"MF,FW",Yeovil Town,23,1995,9,1,10,2,20,1.11,0.22,0.1,0.5,24.3,2,0,0,0.5,0.5,0.05,0.5,0.5
230,Monique Fischer,MF,Yeovil Town,26,1991,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
231,Olivia Fergusson,FW,Yeovil Town,23,1995,18.4,1,26,10,38.5,1.42,0.54,0.04,0.1,18.2,0,0,0,3.1,3.1,0.12,-2.1,-2.1
232,Georgia Evans,MF,Yeovil Town,22,1995,15.6,0,6,3,50,0.39,0.19,0,0,32.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
233,Emily Donovan,"MF,FW",Yeovil Town,,,9.1,1,5,2,40,0.55,0.22,0.2,0.5,20.8,0,0,0,0.5,0.5,0.11,0.5,0.5
234,Nicola Cousins,DF,Yeovil Town,29,1988,14.6,0,8,4,50,0.55,0.27,0,0,16.4,1,0,0,0.5,0.5,0.06,-0.5,-0.5
235,Charlotte Buxton,DF,Yeovil Town,,,6,0,1,1,100,0.17,0.17,0,0,23.3,0,0,0,0,0,0.03,0,0
236,Leah Burridge,MF,Yeovil Town,,,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
237,Erin Bloomfield,"FW,MF",Yeovil Town,,,5,0,3,0,0,0.6,0,0,,14.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
238,Megan Alexander,DF,Yeovil Town,24,1993,20,1,4,2,50,0.2,0.1,0.25,0.5,27.6,0,0,0,0.1,0.1,0.03,0.9,0.9
239,Shannon Albuery,"FW,MF",Yeovil Town,,,3.6,0,3,2,66.7,0.84,0.56,0,0,12.7,0,0,0,0.7,0.7,0.25,-0.7,-0.7
