Rk,Player,Pos,"Squad
▲",Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG_exp,npxG_exp,xAG_exp,npxG+xAG_exp,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
132,Ashley Hodson,"FW,MF",Liverpool,24,1995,13,2,252,2.8,0,0,0,0,0,0,0,0,0,0,0.6,0.7,1,8,14,0,0,0,0,0,0.02,0.22,0.24,0.02,0.24
133,Rachel Furness,MF,Liverpool,31,1988,4,4,360,4,4,1,5,4,0,0,0,0,1.4,1.4,1.4,2.8,7,18,7,1,0.25,1.25,1,1.25,0.35,0.34,0.69,0.35,0.69
134,Niamh Fahey,DF,Liverpool,31,1987,13,13,"1,144",12.7,0,0,0,0,0,0,1,1,0.9,0.9,0.3,1.2,7,23,2,0,0,0,0,0,0.07,0.03,0.09,0.07,0.09
135,Jessica Clarke,"FW,MF",Liverpool,30,1989,7,4,363,4,0,0,0,0,0,0,0,0,0.4,0.4,0.8,1.1,18,7,23,0,0,0,0,0,0.09,0.19,0.28,0.09,0.28
136,Niamh Charles,"FW,MF",Liverpool,20,1999,13,13,"1,064",11.8,2,0,2,2,0,0,0,0,1.7,1.7,0.5,2.2,44,29,54,0.17,0,0.17,0.17,0.17,0.14,0.04,0.18,0.14,0.18
137,Sophie Bradley,DF,Liverpool,29,1989,14,14,"1,260",14,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,2,27,4,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05
138,Jade Bailey,MF,Liverpool,23,1995,13,13,"1,135",12.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.1,3,45,3,0,0,0,0,0,0.03,0.05,0.08,0.03,0.08
139,Rinsola Babajide,"FW,MF",Liverpool,21,1998,12,7,740,8.2,1,0,1,1,0,0,2,0,2.5,2.5,0.4,2.8,50,7,68,0.12,0,0.12,0.12,0.12,0.3,0.04,0.34,0.3,0.34
140,Tessa Wullaert,"FW,MF",Manchester City,26,1993,13,10,872,9.7,3,1,4,3,0,0,2,0,2.4,2.4,2.3,4.8,35,57,74,0.31,0.1,0.41,0.31,0.41,0.25,0.24,0.49,0.25,0.49
141,Ellen White,FW,Manchester City,30,1989,12,10,857,9.5,6,3,9,6,0,0,0,0,6.9,6.9,1.4,8.3,7,8,62,0.63,0.32,0.95,0.63,0.95,0.73,0.14,0.87,0.73,0.87
142,Caroline Weir,MF,Manchester City,24,1995,16,16,"1,440",16,3,5,8,3,0,0,1,0,2.3,2.3,5.2,7.5,26,96,49,0.19,0.31,0.5,0.19,0.5,0.14,0.32,0.47,0.14,0.47
143,Keira Walsh,MF,Manchester City,22,1997,14,14,"1,260",14,2,4,6,2,0,0,0,0,0.3,0.3,2.6,3,10,122,19,0.14,0.29,0.43,0.14,0.43,0.02,0.19,0.21,0.02,0.21
144,Tyler Toland,MF,Manchester City,17,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,1,0,0,0,0,0,0,0.31,0.31,0,0.31
145,Demi Stokes,DF,Manchester City,27,1991,14,13,"1,135",12.6,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,22,33,25,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06
146,Georgia Stanway,"FW,DF",Manchester City,20,1999,13,8,832,9.2,4,2,6,4,0,1,3,1,4,3.2,0.8,4,18,33,74,0.43,0.22,0.65,0.43,0.65,0.43,0.09,0.52,0.35,0.44
147,Jill Scott,MF,Manchester City,32,1987,16,15,"1,287",14.3,0,3,3,0,0,0,1,0,0.8,0.8,3,3.8,23,73,74,0,0.21,0.21,0,0.21,0.06,0.21,0.27,0.06,0.27
148,Ellie Roebuck,GK,Manchester City,19,1999,16,16,"1,439",16,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
149,Jessica Park,MF,Manchester City,17,2001,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
150,Aoife Mannion,DF,Manchester City,23,1995,4,4,356,4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,7,24,6,0,0,0,0,0,0,0.01,0.01,0,0.01
151,Steph Houghton,DF,Manchester City,31,1988,16,16,"1,440",16,2,1,3,2,0,0,0,0,1.1,1.1,1.5,2.6,16,120,5,0.12,0.06,0.19,0.12,0.19,0.07,0.1,0.16,0.07,0.16
152,Lauren Hemp,"MF,FW",Manchester City,18,2000,14,13,"1,134",12.6,5,5,10,5,0,0,2,0,4.2,4.2,2.7,6.9,62,34,93,0.4,0.4,0.79,0.4,0.79,0.34,0.21,0.55,0.34,0.55
153,Lee Geum-min,"MF,FW",Manchester City,25,1994,3,0,44,0.5,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,1,1,13,2.05,0,2.05,2.05,2.05,0.79,0.09,0.89,0.79,0.89
154,Matilde Fidalgo,DF,Manchester City,25,1994,2,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0
155,Laura Coombs,"MF,FW",Manchester City,28,1991,4,1,104,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,3,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06
156,Megan Campbell,DF,Manchester City,26,1993,7,3,335,3.7,0,0,0,0,0,0,0,0,0,0,0.1,0.2,3,17,8,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
157,Pauline Bremer,FW,Manchester City,23,1996,12,6,578,6.4,10,0,10,10,0,0,0,0,5.5,5.5,1.2,6.7,9,17,52,1.56,0,1.56,1.56,1.56,0.86,0.18,1.04,0.86,1.04
158,Gemma Bonner,DF,Manchester City,28,1991,16,16,"1,440",16,3,0,3,3,0,0,3,0,2.9,2.9,0.3,3.2,4,30,1,0.19,0,0.19,0.19,0.19,0.18,0.02,0.2,0.18,0.2
159,Karima Benameur,GK,Manchester City,30,1989,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Janine Beckie,"DF,FW",Manchester City,24,1994,14,14,"1,170",13,0,8,8,0,0,0,1,0,2.3,2.3,6.3,8.6,79,56,154,0,0.62,0.62,0,0.62,0.18,0.48,0.66,0.18,0.66
161,Katie Zelem,MF,Manchester Utd,23,1996,14,13,"1,147",12.7,5,2,7,1,4,4,4,0,4.1,0.9,3.1,4.1,9,94,19,0.39,0.16,0.55,0.08,0.24,0.32,0.24,0.57,0.07,0.32
162,Millie Turner,DF,Manchester Utd,23,1996,14,14,"1,249",13.9,0,0,0,0,0,0,1,0,1,1,0.1,1.1,12,40,3,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08
163,Amy Turner,DF,Manchester Utd,28,1991,13,11,"1,070",11.9,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,8,45,20,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
164,Ella Toone,"MF,FW",Manchester Utd,19,1999,13,5,526,5.8,1,2,3,1,0,0,2,1,2.8,2.8,0.5,3.3,12,24,25,0.17,0.34,0.51,0.17,0.51,0.47,0.09,0.56,0.47,0.56
165,Kirsty Smith,DF,Manchester Utd,25,1994,8,7,632,7,0,0,0,0,0,0,2,0,0,0,0.2,0.3,13,26,11,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
166,Jessica Sigsworth,"FW,MF",Manchester Utd,24,1994,14,7,720,8,2,3,5,2,0,0,0,0,1.9,1.9,2.9,4.8,16,13,54,0.25,0.37,0.62,0.25,0.62,0.24,0.36,0.6,0.24,0.6
167,Jane Ross,FW,Manchester Utd,29,1989,11,7,570,6.3,1,1,2,1,0,0,0,0,1.5,1.5,0.3,1.9,8,7,27,0.16,0.16,0.32,0.16,0.32,0.25,0.05,0.3,0.25,0.3
168,Lotta Ökvist,DF,Manchester Utd,22,1997,3,3,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
169,Abbie McManus,DF,Manchester Utd,26,1993,11,11,990,11,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,38,2,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
170,Rebecca May,FW,Manchester Utd,17,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Hayley Ladd,MF,Manchester Utd,25,1993,14,14,"1,229",13.7,0,0,0,0,0,0,3,0,0.7,0.7,0.3,1,4,54,13,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07
172,Lauren James,FW,Manchester Utd,17,2001,12,9,796,8.8,6,0,6,6,0,0,6,1,4.4,4.4,0.4,4.9,35,27,61,0.68,0,0.68,0.68,0.68,0.5,0.05,0.55,0.5,0.55
173,Martha Harris,DF,Manchester Utd,24,1994,11,9,835,9.3,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,13,35,12,0,0,0,0,0,0.03,0.05,0.07,0.03,0.07
174,Kirsty Hanson,FW,Manchester Utd,21,1998,11,6,498,5.5,3,1,4,3,0,0,0,0,2,2,1.3,3.3,17,7,39,0.54,0.18,0.72,0.54,0.72,0.37,0.23,0.6,0.37,0.6
175,Jackie Groenen,MF,Manchester Utd,24,1994,12,12,"1,024",11.4,0,1,1,0,0,0,0,0,2.2,2.2,2.6,4.8,11,55,70,0,0.09,0.09,0,0.09,0.19,0.23,0.42,0.19,0.42
176,Leah Galton,FW,Manchester Utd,25,1994,12,12,"1,028",11.4,4,3,7,4,0,0,0,0,3.5,3.5,3.3,6.8,55,25,115,0.35,0.26,0.61,0.35,0.61,0.31,0.28,0.6,0.31,0.6
177,Mary Earps,GK,Manchester Utd,26,1993,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Lizzie Arnot,"FW,MF",Manchester Utd,23,1996,4,0,88,1,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,3,2,9,0,0,0,0,0,0.74,0.12,0.86,0.74,0.86
179,Fara Williams,"MF,FW",Reading,35,1984,14,14,"1,214",13.5,5,6,11,3,2,3,0,0,5.9,3.6,4.5,8.1,13,47,85,0.37,0.44,0.82,0.22,0.67,0.44,0.33,0.77,0.26,0.6
180,Rachel Rowe,DF,Reading,26,1992,12,11,946,10.5,0,0,0,0,0,0,0,1,0.3,0.3,0.9,1.2,22,37,30,0,0,0,0,0,0.03,0.08,0.11,0.03,0.11
181,Jo Potter,DF,Reading,34,1984,9,8,709,7.9,1,0,1,1,0,0,0,0,1,1,0.1,1.1,1,29,2,0.13,0,0.13,0.13,0.13,0.12,0.02,0.14,0.12,0.14
182,Mayumi Pacheco,DF,Reading,20,1998,9,7,680,7.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,5,31,8,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
183,Jade Moore,MF,Reading,28,1990,14,14,"1,230",13.7,4,0,4,4,0,0,5,0,2,2,2.4,4.4,13,61,20,0.29,0,0.29,0.29,0.29,0.15,0.17,0.32,0.15,0.32
184,Grace Moloney,GK,Reading,26,1993,10,10,827,9.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Kristine Leine,DF,Reading,23,1996,11,11,990,11,1,2,3,1,0,0,1,0,1.9,1.9,1.1,3.1,8,51,11,0.09,0.18,0.27,0.09,0.27,0.18,0.1,0.28,0.18,0.28
186,Rachael Laws,GK,Reading,28,1990,5,4,431,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Lisa-Marie Karlseng Utland,"FW,MF",Reading,26,1992,10,3,357,4,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.5,3,11,15,0.25,0,0.25,0.25,0.25,0.21,0.16,0.37,0.21,0.37
188,Angharad James,"MF,DF",Reading,25,1994,14,13,"1,133",12.6,1,1,2,1,0,0,2,0,0.4,0.4,1.5,1.9,7,59,23,0.08,0.08,0.16,0.08,0.16,0.03,0.12,0.15,0.03,0.15
189,Sophie Howard,DF,Reading,25,1993,11,11,909,10.1,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,37,1,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05
190,Rakel Hönnudóttir,FW,Reading,30,1988,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09
191,Natasha Harding,"DF,FW",Reading,30,1989,8,6,570,6.3,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,8,12,37,0,0,0,0,0,0.05,0.05,0.1,0.05,0.1
192,Millie Farrow,FW,Reading,23,1996,9,3,271,3,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1,4,5,19,0,0,0,0,0,0.26,0.07,0.33,0.26,0.33
193,Amalie Eikeland,"FW,MF",Reading,23,1995,14,12,"1,097",12.2,2,2,4,2,0,0,2,0,2.7,2.7,0.9,3.6,28,15,101,0.16,0.16,0.33,0.16,0.33,0.22,0.07,0.29,0.22,0.29
194,Brooke Chaplen,FW,Reading,30,1989,14,13,"1,003",11.1,3,1,4,3,0,0,0,0,3.1,3.1,0.9,4,24,17,98,0.27,0.09,0.36,0.27,0.36,0.28,0.08,0.36,0.28,0.36
195,Molly Bartrip,DF,Reading,23,1996,4,2,245,2.7,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
196,Remi Allen,MF,Reading,28,1990,12,12,"1,080",12,3,3,6,3,0,0,4,0,4.2,4.2,1.7,5.9,8,65,23,0.25,0.25,0.5,0.25,0.5,0.35,0.14,0.49,0.35,0.49
197,Megan Wynne,"DF,FW",Tottenham,26,1993,3,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
198,Siri Worm,DF,Tottenham,27,1992,10,10,728,8.1,1,1,2,1,0,0,1,0,0.1,0.1,0.2,0.3,3,24,8,0.12,0.12,0.25,0.12,0.25,0.01,0.02,0.03,0.01,0.03
199,Vencislav Vasilev,GK,Tottenham,31,1988,3,1,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Rebecca Spencer,GK,Tottenham,28,1991,14,14,"1,207",13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Jenna Schillaci,DF,Tottenham,35,1984,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,5,0,0,0,0,0,0,0,0.02,0.02,0,0.02
202,Lucy Quinn,"MF,FW",Tottenham,25,1993,15,5,533,5.9,2,0,2,2,0,0,0,0,0.6,0.6,0.5,1.1,16,16,27,0.34,0,0.34,0.34,0.34,0.09,0.08,0.18,0.09,0.18
203,Ria Percival,"MF,DF",Tottenham,29,1989,14,14,"1,260",14,0,1,1,0,0,0,2,0,0.5,0.5,0.8,1.3,10,35,26,0,0.07,0.07,0,0.07,0.03,0.06,0.09,0.03,0.09
204,Chloe Peplow,MF,Tottenham,20,1998,12,10,820,9.1,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.7,4,35,2,0,0,0,0,0,0.04,0.04,0.07,0.04,0.07
205,Ashleigh Neville,DF,Tottenham,26,1993,13,12,"1,092",12.1,0,0,0,0,0,0,2,0,0.8,0.8,0.6,1.4,24,26,19,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12
206,Emma Mitchell,DF,Tottenham,26,1992,4,3,315,3.5,2,0,2,2,0,0,0,0,0.2,0.2,0.4,0.5,4,10,6,0.57,0,0.57,0.57,0.57,0.05,0.11,0.16,0.05,0.16
207,Lucía Marte,"DF,FW",Tottenham,21,1997,5,1,148,1.6,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,5,3,5,0,0,0,0,0,0.07,0,0.07,0.07,0.07
208,Coral-Jade Haines,MF,Tottenham,23,1996,3,2,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0,4,3,0,0,0,0,0,0.1,0.04,0.14,0.1,0.14
209,Josephine Green,MF,Tottenham,26,1993,14,12,"1,112",12.4,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,7,32,27,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
210,Kit Graham,"FW,MF",Tottenham,23,1995,14,12,"1,077",12,3,1,4,3,0,0,1,0,2.8,2.8,0.8,3.6,27,35,47,0.25,0.08,0.33,0.25,0.33,0.24,0.07,0.3,0.24,0.3
211,Hannah Godfrey,DF,Tottenham,22,1997,14,14,"1,260",14,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.7,2,28,1,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
212,Rachel Furness,"MF,FW",Tottenham,31,1988,9,9,810,9,1,0,1,0,1,2,3,0,2.7,1.1,1.6,2.7,17,31,30,0.11,0,0.11,0,0,0.3,0.18,0.48,0.12,0.3
213,Anna Filbey,DF,Tottenham,19,1999,13,13,"1,152",12.8,0,0,0,0,0,0,0,0,0,0,0.4,0.4,4,16,1,0,0,0,0,0,0,0.04,0.04,0,0.04
214,Rianna Dean,FW,Tottenham,20,1998,14,13,"1,130",12.6,4,0,4,2,2,2,1,0,5,3.5,0.2,3.6,8,10,48,0.32,0,0.32,0.16,0.16,0.4,0.01,0.42,0.28,0.29
215,Gemma Davison,"MF,FW",Tottenham,32,1987,12,9,876,9.7,0,1,1,0,0,0,0,0,0.5,0.5,1.5,2,31,36,38,0,0.1,0.1,0,0.1,0.05,0.16,0.21,0.05,0.21
216,Rosella Ayane,"FW,MF",Tottenham,23,1996,11,6,574,6.4,0,1,1,0,0,0,2,1,1.9,1.9,0.4,2.2,17,4,46,0,0.16,0.16,0,0.16,0.29,0.06,0.35,0.29,0.35
217,Angela Addison,"FW,MF",Tottenham,19,1999,7,2,202,2.2,1,1,2,1,0,0,0,0,0.4,0.4,0.2,0.5,4,0,10,0.45,0.45,0.89,0.45,0.89,0.16,0.07,0.23,0.16,0.23
218,Filippa Wallén,DF,West Ham,19,2000,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.07,0.07,0,0.07
219,Laura Vetterlein,DF,West Ham,27,1992,13,13,"1,139",12.7,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,1,32,8,0.08,0,0.08,0.08,0.08,0.03,0.01,0.03,0.03,0.03
220,Martha Thomas,FW,West Ham,23,1996,10,10,886,9.8,4,1,5,4,0,0,1,0,4,4,1.2,5.2,22,22,66,0.41,0.1,0.51,0.41,0.51,0.41,0.12,0.53,0.41,0.53
221,Cho So-hyun,MF,West Ham,31,1988,8,6,547,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,26,15,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06
222,Erin Simon,DF,West Ham,24,1994,2,2,133,1.5,0,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0.68,0.68,0,0.68,0,0.03,0.03,0,0.03
223,Julia Simic,"MF,FW",West Ham,30,1989,5,2,207,2.3,0,2,2,0,0,0,0,0,0,0,0.1,0.1,4,14,7,0,0.87,0.87,0,0.87,0.02,0.04,0.06,0.02,0.06
224,Anna Moorhouse,GK,West Ham,24,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Tessel Middag,MF,West Ham,26,1992,13,9,713,7.9,0,0,0,0,0,0,2,0,0.5,0.5,0,0.5,1,25,6,0,0,0,0,0,0.06,0.01,0.06,0.06,0.06
226,Kate Longhurst,MF,West Ham,30,1989,13,11,962,10.7,0,2,2,0,0,0,5,0,1.1,1.1,1.1,2.2,15,41,16,0,0.19,0.19,0,0.19,0.1,0.1,0.21,0.1,0.21
227,Ruesha Littlejohn,"MF,FW",West Ham,29,1990,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228,Adriana Leon,"FW,MF",West Ham,26,1992,11,7,641,7.1,5,0,5,5,0,0,1,0,2.8,2.8,0.1,2.9,9,14,42,0.7,0,0.7,0.7,0.7,0.39,0.02,0.41,0.39,0.41
229,Alisha Lehmann,"FW,MF",West Ham,20,1999,13,11,966,10.7,3,2,5,3,0,0,1,0,2.4,2.4,2.2,4.6,24,21,70,0.28,0.19,0.47,0.28,0.47,0.22,0.2,0.42,0.22,0.42
230,Cecilie Kvamme,DF,West Ham,23,1995,13,10,975,10.8,0,1,1,0,0,0,3,0,0,0,1.3,1.3,20,35,53,0,0.09,0.09,0,0.09,0,0.12,0.12,0,0.12
231,Wiktoria Kiszkis,FW,West Ham,16,2003,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,5.71,0,5.71,5.71,5.71
232,Leanne Kiernan,"FW,MF",West Ham,20,1999,9,7,522,5.8,1,0,1,1,0,0,3,1,0.7,0.7,0,0.7,8,9,22,0.17,0,0.17,0.17,0.17,0.13,0,0.13,0.13,0.13
233,Brooke Hendrix,DF,West Ham,26,1993,7,4,403,4.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,8,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
234,Esmee de Graaf,FW,West Ham,21,1997,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
235,Jacynta Galabadaarachchi,"MF,FW",West Ham,18,2001,11,5,490,5.4,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,10,11,20,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09
236,Gilly Flaherty,DF,West Ham,27,1991,14,14,"1,260",14,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.9,0,36,1,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
237,Grace Fisk,DF,West Ham,21,1998,5,5,422,4.7,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
238,Kenza Dali,"MF,FW",West Ham,28,1991,14,12,"1,169",13,2,3,5,1,1,1,2,0,1.8,1,2.2,3.2,24,66,54,0.15,0.23,0.38,0.08,0.31,0.14,0.17,0.3,0.08,0.24
239,Courtney Brosnan,GK,West Ham,23,1995,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
240,Katharina Baunach,DF,West Ham,30,1989,12,12,"1,041",11.6,3,0,3,3,0,0,0,0,0.5,0.5,0.9,1.5,10,29,12,0.26,0,0.26,0.26,0.26,0.05,0.08,0.13,0.05,0.13
